service_date,trip_distance,fare_amount_sek,total_amount_sek,payment_type,passenger_count
2023-06-10,2.82,788.2,907.8,Credit Card,2
2023-06-30,2.6,762.55,935.45,Credit Card,2
2023-06-15,21.1,2982.31,3675.68,Mobile Payment,1
2023-06-13,19.82,2828.39,3435.46,Cash,4
2023-06-20,1.24,599.09,667.15,Mobile Payment,1
2023-06-17,24.98,3447.29,3600.37,Cash,3
2023-06-04,20.78,2944.11,3546.41,Credit Card,3
2023-06-10,12.16,1909.26,2232.59,Cash,2
2023-06-22,3.15,828.0,1029.51,Credit Card,4
2023-07-01,3.86,913.74,1135.58,Mobile Payment,1
2023-06-13,20.87,2954.47,3434.46,Cash,2
2023-06-29,20.83,2949.49,3241.22,Credit Card,2
2023-06-08,20.98,2967.76,3164.99,Mobile Payment,2
2023-06-04,7.08,1299.5,1592.85,Cash,4
2023-06-17,23.51,3270.68,3321.68,Credit Card,4
2023-06-01,18.63,2685.52,3104.91,Credit Card,4
2023-06-09,2.92,799.85,851.99,Mobile Payment,3
2023-06-10,17.62,2564.94,2906.96,Cash,1
2023-06-16,16.94,2482.71,2862.86,Mobile Payment,1
2023-06-23,3.54,874.97,974.16,Credit Card,4
2023-06-13,15.1,2262.07,2446.73,Mobile Payment,3
2023-06-29,16.03,2373.27,2481.25,Mobile Payment,1
2023-06-16,6.72,1256.85,1309.65,Cash,3
2023-06-08,6.82,1268.53,1436.7,Mobile Payment,2
2023-06-27,18.77,2702.35,3276.51,Mobile Payment,3
2023-06-11,1.92,679.97,827.57,Mobile Payment,1
2023-06-30,9.89,1637.17,1806.07,Mobile Payment,3
2023-06-28,14.77,2221.87,2397.3,Credit Card,3
2023-06-01,12.89,1996.7,2340.48,Cash,3
2023-06-02,1.27,602.35,663.69,Mobile Payment,4
2023-06-29,5.18,1071.66,1136.76,Mobile Payment,2
2023-06-23,3.59,880.5,1075.29,Cash,1
2023-06-23,0.53,513.43,585.8,Cash,4
2023-06-17,24.02,3332.88,3992.52,Mobile Payment,2
2023-06-21,21.75,3059.88,3621.53,Mobile Payment,3
2023-06-08,18.11,2623.67,2900.38,Mobile Payment,4
2023-06-04,23.29,3244.77,3528.99,Cash,1
2023-06-12,22.56,3157.61,3890.26,Mobile Payment,2
2023-06-15,18.67,2690.35,2715.64,Credit Card,2
2023-06-20,4.04,935.33,1128.81,Cash,4
2023-06-05,4.67,1010.7,1228.45,Credit Card,1
2023-06-02,4.49,988.99,1106.88,Cash,1
2023-06-18,19.68,2811.26,3262.55,Mobile Payment,2
2023-06-04,18.68,2691.38,2899.67,Cash,1
2023-06-03,20.01,2851.31,3214.88,Cash,3
2023-06-16,11.0,1770.4,1999.57,Cash,4
2023-06-07,1.03,573.2,656.3,Cash,3
2023-06-12,1.13,585.8,656.86,Mobile Payment,2
2023-06-15,16.31,2406.87,2758.93,Credit Card,1
2023-06-15,24.02,3332.16,3838.77,Credit Card,3
2023-06-14,17.26,2521.04,3140.78,Credit Card,4
2023-06-14,20.82,2947.93,3341.26,Mobile Payment,3
2023-06-20,6.91,1279.78,1462.76,Cash,1
2023-06-10,1.56,636.72,727.02,Mobile Payment,4
2023-06-24,20.05,2855.71,2955.59,Cash,2
2023-06-26,2.93,801.54,920.42,Mobile Payment,3
2023-06-07,2.12,704.66,870.56,Credit Card,1
2023-06-11,11.12,1784.67,2107.76,Credit Card,3
2023-06-29,24.3,3365.64,3625.74,Credit Card,4
2023-06-15,24.8,3425.44,3820.13,Mobile Payment,3
2023-07-01,15.64,2327.38,2853.49,Mobile Payment,1
2023-06-13,6.31,1207.39,1275.3,Cash,4
2023-06-18,6.1,1182.43,1343.36,Cash,2
2023-06-04,4.61,1002.61,1132.83,Mobile Payment,2
2023-06-06,24.33,3369.53,3438.2,Mobile Payment,3
2023-06-23,14.07,2138.66,2246.15,Cash,1
2023-06-12,23.21,3234.79,3585.22,Credit Card,4
2023-06-06,13.49,2068.55,2383.95,Cash,4
2023-06-17,22.32,3128.77,3564.83,Mobile Payment,1
2023-06-13,18.52,2672.84,2772.03,Mobile Payment,2
2023-06-27,16.32,2408.58,2550.92,Credit Card,2
2023-06-07,21.12,2984.66,3550.26,Mobile Payment,3
2023-06-13,17.42,2540.77,3061.55,Mobile Payment,4
2023-06-16,7.7,1373.7,1410.52,Mobile Payment,2
2023-06-07,9.25,1559.75,1579.42,Cash,4
2023-06-15,18.5,2670.44,3012.06,Cash,4
2023-06-23,13.04,2014.58,2507.48,Credit Card,1
2023-06-08,8.69,1493.0,1613.39,Credit Card,3
2023-06-07,4.83,1029.28,1046.11,Cash,4
2023-06-14,0.62,523.97,637.52,Mobile Payment,3
2023-06-12,19.09,2740.3,3058.02,Credit Card,4
2023-06-11,24.43,3381.19,3881.82,Cash,4
2023-06-28,3.62,884.95,912.49,Cash,3
2023-06-01,15.22,2276.1,2368.91,Cash,4
2023-06-23,22.07,3098.14,3817.88,Cash,4
2023-06-10,7.51,1350.99,1420.95,Cash,3
2023-06-02,18.96,2724.99,3403.98,Mobile Payment,2
2023-06-09,8.88,1516.16,1887.77,Mobile Payment,4
2023-06-30,24.44,3383.07,3442.93,Mobile Payment,1
2023-06-27,22.59,3160.63,3599.84,Credit Card,4
2023-06-03,22.25,3119.77,3718.63,Mobile Payment,2
2023-06-17,7.02,1292.5,1508.98,Credit Card,2
2023-06-27,21.73,3057.31,3325.06,Credit Card,4
2023-06-08,20.49,2908.62,3401.43,Credit Card,2
2023-06-12,14.71,2214.72,2310.32,Credit Card,2
2023-06-07,0.76,541.22,596.2,Cash,1
2023-06-03,22.78,3183.76,3713.15,Cash,4
2023-06-16,11.71,1855.51,2074.55,Mobile Payment,3
2023-06-17,17.33,2529.33,2607.71,Cash,2
2023-06-08,1.87,674.56,726.87,Mobile Payment,3
2023-06-03,20.94,2962.41,3090.95,Cash,2
2023-06-26,0.86,553.34,558.62,Credit Card,2
2023-06-20,12.19,1913.24,1972.19,Credit Card,4
2023-06-03,1.6,642.05,724.1,Credit Card,2
2023-06-23,4.25,960.09,1070.87,Cash,4
2023-06-21,1.65,648.06,662.84,Mobile Payment,2
2023-06-10,15.81,2347.54,2627.33,Mobile Payment,2
2023-07-01,19.06,2737.22,3224.96,Credit Card,3
2023-06-21,11.89,1876.56,2305.37,Mobile Payment,4
2023-06-17,24.3,3366.27,3619.69,Mobile Payment,3
2023-06-19,7.77,1382.25,1542.63,Credit Card,2
2023-06-29,13.02,2012.98,2124.63,Credit Card,2
2023-06-19,4.23,957.85,1075.74,Cash,2
2023-06-02,15.83,2349.06,2874.47,Cash,4
2023-06-04,3.65,888.16,1061.67,Mobile Payment,4
2023-06-14,12.27,1921.97,2369.87,Mobile Payment,4
2023-06-23,19.75,2819.93,3277.99,Credit Card,3
2023-06-02,11.88,1875.33,1911.34,Cash,3
2023-06-02,7.99,1408.56,1692.65,Credit Card,3
2023-06-22,3.23,838.11,895.3,Mobile Payment,4
2023-06-12,9.62,1604.5,1761.03,Credit Card,3
2023-06-07,17.71,2574.93,2911.31,Credit Card,3
2023-06-19,16.56,2437.69,2628.41,Credit Card,4
2023-06-25,10.64,1726.26,2014.54,Credit Card,4
2023-06-23,24.67,3410.49,4245.37,Mobile Payment,3
2023-07-01,19.37,2774.2,2982.77,Credit Card,1
2023-06-07,11.24,1799.17,1974.55,Cash,4
2023-06-02,8.81,1507.55,1753.0,Credit Card,2
2023-06-09,8.66,1489.7,1779.54,Cash,3
2023-06-11,20.88,2955.59,3032.58,Mobile Payment,4
2023-06-25,24.35,3371.47,3810.69,Mobile Payment,1
2023-06-12,0.61,523.68,646.6,Mobile Payment,4
2023-06-24,12.81,1987.38,2108.63,Cash,2
2023-06-12,17.6,2562.59,2906.73,Credit Card,3
2023-06-28,1.41,619.04,636.0,Credit Card,2
2023-06-06,22.46,3144.82,3325.78,Credit Card,2
2023-06-20,4.26,961.13,1063.21,Cash,1
2023-06-09,6.97,1286.65,1529.13,Credit Card,1
2023-07-01,24.43,3381.33,3465.87,Cash,2
2023-06-12,18.21,2634.68,2932.49,Mobile Payment,4
2023-07-01,4.49,988.76,1225.86,Mobile Payment,4
2023-06-27,18.0,2609.98,2685.1,Mobile Payment,1
2023-06-07,22.0,3089.68,3778.36,Mobile Payment,2
2023-06-30,19.62,2804.67,3429.21,Cash,1
2023-06-07,5.0,1049.63,1135.24,Cash,2
2023-07-01,12.47,1946.01,2219.29,Mobile Payment,3
2023-06-23,8.07,1418.48,1488.73,Cash,2
2023-06-08,13.78,2103.09,2469.99,Cash,4
2023-06-21,0.68,531.5,622.34,Cash,4
2023-06-19,12.12,1904.24,2201.95,Cash,3
2023-06-13,2.72,776.32,778.77,Cash,2
2023-06-27,20.41,2899.28,3076.4,Cash,4
2023-06-26,22.3,3125.92,3570.99,Credit Card,4
2023-06-19,16.66,2449.52,2626.46,Mobile Payment,2
2023-06-12,6.8,1265.94,1565.32,Mobile Payment,4
2023-06-21,17.89,2596.57,3183.85,Mobile Payment,4
2023-06-05,13.43,2061.08,2182.56,Cash,2
2023-06-14,18.16,2628.69,2820.76,Credit Card,4
2023-06-22,19.68,2811.58,3273.34,Credit Card,4
2023-06-16,3.65,887.71,1006.77,Mobile Payment,3
2023-06-12,7.91,1398.95,1429.14,Cash,3
2023-06-18,9.59,1600.3,1896.76,Cash,2
2023-06-16,9.89,1636.8,1666.8,Cash,2
2023-06-20,3.09,820.87,981.65,Mobile Payment,4
2023-06-10,4.6,1002.59,1041.23,Cash,1
2023-06-12,13.0,2010.35,2291.73,Credit Card,2
2023-06-01,6.7,1254.03,1347.52,Mobile Payment,4
2023-06-22,19.56,2796.64,3036.45,Cash,4
2023-06-14,20.85,2952.22,3100.88,Credit Card,4
2023-06-05,6.25,1200.08,1403.51,Cash,1
2023-06-03,6.6,1242.25,1328.19,Mobile Payment,3
2023-06-29,10.88,1755.9,1835.41,Cash,2
2023-06-04,22.98,3207.68,3839.09,Credit Card,3
2023-06-24,19.41,2779.63,3468.87,Credit Card,1
2023-07-01,11.12,1783.97,2179.88,Mobile Payment,2
2023-06-01,17.24,2518.94,2885.46,Mobile Payment,4
2023-06-01,1.94,682.66,848.2,Cash,4
2023-06-28,15.6,2322.23,2395.84,Mobile Payment,3
2023-06-12,24.06,3337.33,3775.4,Mobile Payment,1
2023-06-24,7.99,1408.88,1453.99,Credit Card,3
2023-06-15,10.87,1755.0,1876.0,Credit Card,3
2023-06-16,24.39,3376.69,3803.45,Credit Card,4
2023-06-07,24.28,3363.81,3744.3,Credit Card,1
2023-06-03,10.94,1762.93,1994.88,Mobile Payment,3
2023-06-10,17.29,2524.76,3149.67,Mobile Payment,1
2023-07-01,9.37,1574.78,1765.63,Credit Card,3
2023-06-12,4.59,1001.22,1084.88,Cash,1
2023-07-01,10.51,1711.49,1722.98,Credit Card,2
2023-06-04,12.81,1986.68,2150.43,Credit Card,2
2023-06-25,13.08,2019.99,2507.98,Cash,1
2023-06-17,17.07,2498.94,2955.1,Mobile Payment,4
2023-06-04,22.49,3149.1,3932.94,Mobile Payment,1
2023-06-14,5.6,1122.15,1278.53,Cash,3
2023-06-12,11.26,1800.83,2060.65,Credit Card,3
2023-06-25,5.33,1090.17,1174.68,Cash,2
2023-06-05,6.1,1181.61,1350.44,Mobile Payment,2
2023-06-29,15.41,2298.93,2426.84,Cash,2
2023-06-20,8.36,1453.78,1506.75,Mobile Payment,3
2023-06-01,15.78,2343.4,2390.0,Cash,4
2023-06-05,20.82,2948.22,3417.94,Credit Card,2
2023-06-19,21.56,3036.66,3696.78,Credit Card,3
2023-06-30,22.17,3110.72,3869.61,Mobile Payment,2
2023-06-05,23.9,3317.95,3866.87,Credit Card,2
2023-06-27,20.92,2960.37,3623.97,Mobile Payment,1
2023-06-03,13.2,2033.99,2337.01,Credit Card,1
2023-06-15,22.38,3135.82,3676.92,Mobile Payment,1
2023-06-21,20.53,2913.69,3115.09,Mobile Payment,1
2023-06-03,6.01,1171.08,1177.82,Mobile Payment,1
2023-06-23,16.46,2425.62,2457.39,Mobile Payment,2
2023-06-30,6.55,1236.46,1428.06,Cash,1
2023-06-01,23.8,3305.83,3670.87,Credit Card,3
2023-07-01,4.31,966.94,1187.0,Cash,3
2023-06-12,24.36,3373.68,4141.84,Cash,4
2023-06-01,14.03,2133.78,2382.19,Mobile Payment,4
2023-06-17,16.09,2380.23,2476.67,Cash,2
2023-06-24,21.28,3003.27,3068.67,Cash,3
2023-06-16,12.6,1962.47,2135.73,Mobile Payment,4
2023-06-15,24.34,3371.36,3478.21,Credit Card,1
2023-06-02,15.49,2308.78,2507.53,Mobile Payment,4
2023-06-25,16.31,2407.32,2959.58,Credit Card,3
2023-06-24,17.27,2521.9,3095.76,Mobile Payment,4
2023-06-02,19.05,2736.58,2746.83,Credit Card,1
2023-06-15,9.36,1572.89,1943.23,Mobile Payment,3
2023-06-22,1.72,656.37,776.29,Cash,4
2023-06-10,13.17,2030.16,2267.76,Mobile Payment,2
2023-06-02,19.23,2757.87,3357.94,Cash,4
2023-06-16,9.69,1612.34,1857.5,Cash,1
2023-06-19,17.6,2562.04,2813.73,Mobile Payment,3
2023-06-27,14.18,2151.07,2551.76,Mobile Payment,1
2023-06-07,2.42,739.93,877.63,Credit Card,2
2023-06-20,18.34,2651.3,2684.72,Cash,1
2023-06-01,20.27,2882.15,3451.11,Cash,3
2023-06-25,24.41,3378.76,3481.19,Mobile Payment,3
2023-06-22,9.97,1646.12,1921.78,Mobile Payment,4
2023-06-14,10.48,1707.04,1708.8,Mobile Payment,4
2023-06-27,24.17,3349.83,3692.41,Credit Card,2
2023-06-02,13.35,2051.83,2502.75,Mobile Payment,3
2023-06-02,20.45,2904.29,3168.85,Credit Card,3
2023-06-10,2.07,698.21,703.87,Credit Card,1
2023-06-02,3.47,866.03,973.57,Credit Card,2
2023-06-16,2.16,709.76,861.63,Cash,1
2023-06-03,9.97,1645.92,1805.81,Cash,2
2023-06-16,7.62,1364.2,1513.2,Cash,4
2023-06-05,20.12,2864.43,2987.02,Cash,4
2023-06-12,23.4,3257.53,3908.35,Mobile Payment,3
2023-07-01,12.89,1996.4,2064.99,Mobile Payment,4
2023-06-05,1.35,612.44,655.53,Cash,2
2023-07-01,22.69,3172.68,3859.52,Cash,1
2023-06-24,3.1,821.89,911.76,Cash,2
2023-06-30,7.22,1316.87,1601.14,Mobile Payment,4
2023-06-11,16.96,2484.75,2850.66,Cash,4
2023-06-25,12.77,1982.16,2113.73,Mobile Payment,1
2023-06-27,11.6,1842.24,2123.68,Cash,2
2023-06-30,11.17,1791.0,2047.64,Credit Card,1
2023-06-04,4.62,1004.32,1016.73,Cash,2
2023-06-03,6.02,1172.3,1292.64,Credit Card,4
2023-06-23,18.57,2678.17,2799.55,Credit Card,4
2023-06-15,3.32,848.94,1052.61,Cash,3
2023-06-27,16.23,2397.66,2873.9,Cash,2
2023-06-24,21.06,2977.51,3246.2,Mobile Payment,1
2023-06-05,14.78,2223.19,2718.57,Credit Card,1
2023-06-09,21.87,3074.14,3277.75,Cash,4
2023-06-23,15.68,2331.39,2913.47,Mobile Payment,3
2023-06-05,16.12,2384.39,2667.68,Credit Card,2
2023-06-21,12.98,2008.18,2049.27,Mobile Payment,1
2023-06-25,17.64,2567.37,2734.55,Mobile Payment,2
2023-06-07,22.07,3098.46,3133.48,Mobile Payment,3
2023-06-23,17.24,2518.51,3111.63,Credit Card,1
2023-06-12,17.36,2533.59,3134.23,Cash,4
2023-06-19,22.76,3180.96,3276.86,Credit Card,3
2023-06-18,18.79,2704.27,2759.93,Mobile Payment,3
2023-06-02,19.94,2842.47,3268.55,Cash,1
2023-06-07,11.16,1789.33,1796.52,Mobile Payment,1
2023-06-29,18.02,2612.45,3178.59,Mobile Payment,4
2023-06-07,21.06,2977.23,3713.73,Credit Card,4
2023-06-22,0.66,529.32,649.87,Credit Card,4
2023-06-13,21.16,2988.74,3539.76,Mobile Payment,3
2023-06-02,16.24,2399.36,2904.62,Credit Card,1
2023-06-12,4.38,975.77,1201.94,Cash,3
2023-06-02,4.17,950.33,1018.03,Cash,4
2023-06-05,22.37,3134.92,3832.94,Credit Card,4
2023-06-14,23.58,3279.8,3558.34,Credit Card,1
2023-06-04,15.45,2303.48,2326.81,Credit Card,4
2023-06-08,17.49,2548.34,2978.86,Cash,3
2023-06-10,19.23,2758.03,2820.9,Cash,4
2023-06-11,19.47,2786.35,3038.15,Credit Card,2
2023-06-14,24.32,3369.0,3627.73,Cash,3
2023-06-06,16.16,2389.3,2819.65,Credit Card,2
2023-06-25,18.55,2675.8,3209.45,Mobile Payment,4
2023-06-07,23.84,3310.34,3927.18,Cash,1
2023-06-10,13.99,2129.16,2635.91,Credit Card,4
2023-06-03,17.65,2567.41,2694.18,Mobile Payment,4
2023-06-30,0.57,518.3,594.99,Credit Card,3
2023-06-18,7.5,1349.45,1371.79,Mobile Payment,2
2023-06-16,11.39,1817.06,1922.87,Mobile Payment,1
2023-06-03,16.46,2425.0,2895.93,Mobile Payment,3
2023-06-25,5.86,1153.29,1170.72,Cash,4
2023-07-01,7.33,1329.69,1634.56,Cash,2
2023-06-15,23.81,3307.45,3436.51,Mobile Payment,4
2023-06-16,17.57,2558.94,2609.88,Credit Card,4
2023-06-01,1.07,578.05,667.41,Credit Card,4
2023-06-25,11.95,1883.96,2257.75,Credit Card,3
2023-06-15,10.84,1751.19,1954.05,Cash,3
2023-06-19,7.31,1327.4,1342.75,Cash,1
2023-06-02,24.7,3413.65,3563.72,Mobile Payment,4
2023-06-16,24.51,3391.29,3559.02,Cash,1
2023-06-06,12.39,1937.0,2084.42,Mobile Payment,1
2023-06-11,17.16,2508.83,3037.77,Cash,3
2023-06-21,4.35,971.49,1145.51,Credit Card,3
2023-06-03,24.39,3376.3,3671.42,Cash,1
2023-06-13,19.56,2796.77,3395.01,Cash,2
2023-06-06,2.55,756.34,921.01,Cash,4
2023-06-06,5.35,1091.5,1129.54,Cash,4
2023-06-17,8.74,1498.72,1665.84,Credit Card,3
2023-06-24,6.53,1233.62,1404.99,Mobile Payment,2
2023-06-18,1.04,574.45,621.44,Cash,1
2023-06-03,22.62,3164.02,3853.49,Cash,4
2023-06-22,20.23,2877.71,3014.62,Mobile Payment,2
2023-06-23,1.23,597.56,654.09,Credit Card,4
2023-06-27,5.37,1094.38,1241.72,Credit Card,4
2023-06-26,2.95,804.43,977.95,Cash,4
2023-06-28,10.25,1680.42,1893.85,Credit Card,3
2023-06-30,19.51,2790.71,3071.1,Mobile Payment,3
2023-06-16,20.25,2879.42,3126.28,Mobile Payment,4
2023-06-15,0.52,511.9,602.39,Credit Card,3
2023-06-16,11.78,1864.11,2325.78,Cash,4
2023-06-05,10.39,1696.43,1829.4,Mobile Payment,2
2023-07-01,17.19,2513.2,2941.35,Mobile Payment,2
2023-06-16,11.27,1802.78,1947.26,Cash,2
2023-06-13,10.56,1717.74,1947.63,Mobile Payment,2
2023-06-22,5.69,1132.42,1339.74,Cash,2
2023-06-04,12.88,1995.5,2279.12,Cash,1
2023-06-25,19.17,2750.45,3021.74,Mobile Payment,2
2023-06-04,12.24,1918.79,1943.89,Mobile Payment,3
2023-06-15,20.66,2928.84,2973.12,Mobile Payment,1
2023-06-13,19.83,2830.01,2830.58,Cash,3
2023-06-01,20.78,2943.94,3418.9,Cash,4
2023-06-18,5.36,1092.8,1345.61,Cash,2
2023-06-11,8.32,1448.19,1703.43,Mobile Payment,4
2023-06-15,3.84,910.31,1066.46,Mobile Payment,4
2023-06-01,4.77,1022.52,1050.91,Cash,1
2023-06-08,4.77,1021.92,1184.14,Cash,1
2023-06-02,19.79,2824.59,2913.99,Cash,1
2023-06-05,2.09,701.15,829.3,Mobile Payment,3
2023-06-17,21.28,3003.97,3211.9,Cash,4
2023-06-18,12.22,1916.46,2002.53,Mobile Payment,4
2023-06-01,23.33,3249.32,3850.47,Credit Card,3
2023-06-23,24.81,3427.62,3777.76,Credit Card,4
2023-06-13,17.52,2552.47,2942.16,Mobile Payment,3
2023-06-26,1.42,619.88,686.81,Mobile Payment,4
2023-06-24,10.68,1731.11,1873.26,Cash,3
2023-06-20,1.34,610.86,745.29,Mobile Payment,2
2023-06-04,16.95,2484.05,2737.39,Mobile Payment,1
2023-06-16,8.07,1418.5,1452.52,Credit Card,4
2023-06-25,12.26,1921.22,2100.17,Mobile Payment,1
2023-06-05,8.07,1418.05,1554.87,Mobile Payment,4
2023-06-03,3.75,900.42,903.86,Cash,2
2023-06-12,1.39,616.63,764.76,Mobile Payment,1
2023-06-28,17.72,2576.59,2874.75,Cash,4
2023-06-06,5.8,1145.7,1342.77,Credit Card,4
2023-06-18,17.85,2592.46,2720.11,Cash,1
2023-06-23,1.19,592.99,729.46,Mobile Payment,3
2023-06-28,18.64,2686.6,3061.47,Cash,3
2023-06-18,23.48,3267.33,3649.92,Credit Card,3
2023-06-17,23.51,3271.03,3606.33,Mobile Payment,3
2023-06-26,21.27,3001.82,3536.75,Cash,3
2023-06-20,8.94,1522.93,1800.08,Credit Card,3
2023-06-26,12.17,1910.87,2160.91,Cash,3
2023-06-29,17.72,2576.03,2911.4,Cash,3
2023-06-12,2.86,793.38,875.14,Credit Card,3
2023-06-11,14.51,2191.6,2333.01,Mobile Payment,4
2023-06-07,16.67,2450.87,2797.15,Cash,2
2023-06-19,13.69,2092.62,2410.66,Cash,1
2023-06-22,23.37,3254.04,3827.65,Credit Card,3
2023-06-22,20.4,2898.08,2974.8,Mobile Payment,2
2023-06-25,8.99,1529.15,1797.29,Cash,1
2023-06-05,15.0,2250.41,2340.07,Cash,4
2023-06-27,24.28,3363.52,3700.72,Cash,4
2023-06-19,13.19,2032.89,2439.66,Mobile Payment,2
2023-06-06,9.29,1564.26,1935.08,Cash,2
2023-07-01,0.96,565.3,644.22,Mobile Payment,2
2023-06-10,2.1,701.82,864.53,Cash,4
2023-06-27,15.51,2310.94,2862.65,Mobile Payment,4
2023-06-23,12.17,1910.44,2227.92,Cash,4
2023-06-21,18.86,2712.98,3041.45,Credit Card,3
2023-06-11,3.38,855.55,1008.59,Cash,1
2023-06-30,4.19,953.11,1178.72,Cash,4
2023-06-10,16.61,2442.95,2499.77,Mobile Payment,1
2023-06-25,18.66,2689.54,3013.85,Cash,4
2023-06-23,7.45,1343.72,1437.42,Cash,3
2023-06-05,6.89,1276.92,1411.3,Mobile Payment,1
2023-06-01,14.23,2157.61,2414.78,Mobile Payment,2
2023-06-05,14.76,2221.43,2424.81,Mobile Payment,1
2023-06-29,12.93,2002.17,2325.02,Credit Card,1
2023-06-03,16.99,2488.86,2926.43,Cash,2
2023-06-03,21.35,3012.06,3561.68,Mobile Payment,3
2023-06-29,12.28,1923.92,2105.55,Credit Card,4
2023-06-23,24.09,3340.75,3747.86,Mobile Payment,2
2023-06-11,4.6,1001.82,1051.12,Cash,3
2023-06-05,12.68,1971.71,1972.76,Credit Card,4
2023-06-08,13.57,2078.91,2171.97,Mobile Payment,4
2023-06-14,5.14,1067.22,1216.73,Mobile Payment,1
2023-06-09,22.32,3128.56,3149.29,Credit Card,2
2023-06-18,15.67,2329.96,2719.24,Mobile Payment,2
2023-06-09,11.32,1807.99,2128.59,Mobile Payment,2
2023-06-19,7.29,1324.93,1373.39,Credit Card,4
2023-06-28,21.24,2999.09,3066.91,Cash,2
2023-06-11,6.8,1266.29,1582.45,Credit Card,1
2023-06-02,22.1,3101.59,3361.41,Credit Card,2
2023-06-15,12.03,1893.58,2323.59,Cash,3
2023-06-22,21.05,2975.87,3447.47,Cash,4
2023-06-24,24.89,3436.61,3770.61,Mobile Payment,2
2023-06-16,6.0,1170.49,1219.23,Cash,2
2023-06-16,8.59,1480.5,1542.22,Mobile Payment,1
2023-06-24,5.19,1073.38,1099.06,Mobile Payment,3
2023-06-19,11.56,1836.98,2195.24,Credit Card,3
2023-06-07,23.78,3303.68,3616.57,Mobile Payment,2
2023-06-28,11.73,1857.9,1930.99,Cash,1
2023-06-23,12.99,2009.01,2056.04,Mobile Payment,2
2023-06-11,3.2,833.69,966.78,Mobile Payment,3
2023-06-11,6.61,1243.45,1247.69,Mobile Payment,3
2023-06-04,7.3,1326.41,1363.98,Credit Card,4
2023-06-26,10.37,1694.84,1806.69,Cash,3
2023-06-23,6.48,1227.53,1526.33,Cash,2
2023-06-29,4.84,1031.14,1265.48,Mobile Payment,2
2023-06-01,3.99,929.35,942.73,Mobile Payment,3
2023-06-17,21.09,2980.46,3246.52,Mobile Payment,3
2023-06-29,13.59,2080.5,2483.32,Credit Card,3
2023-06-03,23.95,3323.83,3611.8,Mobile Payment,4
2023-06-19,23.78,3303.21,3761.74,Mobile Payment,1
2023-06-01,1.74,659.17,779.81,Cash,2
2023-06-08,18.56,2676.62,3207.68,Mobile Payment,3
2023-06-22,3.01,811.63,838.31,Mobile Payment,3
2023-06-25,7.72,1376.8,1524.57,Cash,3
2023-06-30,17.29,2524.22,2851.5,Credit Card,3
2023-06-08,22.62,3164.52,3904.59,Cash,2
2023-06-04,8.54,1475.11,1640.97,Mobile Payment,3
2023-06-07,2.78,784.14,891.84,Mobile Payment,2
2023-06-01,8.86,1513.76,1683.02,Credit Card,3
2023-06-28,22.31,3127.02,3766.01,Mobile Payment,4
2023-06-03,21.23,2997.24,3134.21,Mobile Payment,2
2023-06-12,5.84,1150.44,1290.39,Credit Card,4
2023-06-05,20.13,2865.9,2950.01,Credit Card,3
2023-06-16,0.65,527.4,549.64,Credit Card,2
2023-06-21,5.45,1103.64,1147.41,Credit Card,4
2023-06-04,24.6,3401.56,3921.37,Mobile Payment,4
2023-06-26,14.79,2225.21,2331.36,Cash,1
2023-06-04,8.75,1500.21,1719.11,Cash,4
2023-06-27,14.36,2173.09,2587.79,Cash,2
2023-06-15,3.67,890.86,1089.12,Credit Card,1
2023-06-14,4.95,1043.95,1302.13,Mobile Payment,3
2023-06-13,23.73,3297.02,3982.27,Cash,3
2023-06-06,19.91,2838.76,2864.09,Cash,3
2023-06-18,21.16,2988.78,3505.95,Mobile Payment,4
2023-06-15,22.78,3183.95,3549.82,Mobile Payment,3
2023-06-13,14.0,2129.59,2322.37,Cash,1
2023-06-23,2.92,800.74,940.79,Mobile Payment,1
2023-06-28,21.72,3056.29,3549.73,Cash,1
2023-06-15,21.44,3022.28,3203.13,Mobile Payment,2
2023-06-02,1.37,614.53,728.08,Cash,3
2023-06-02,6.31,1207.32,1415.87,Cash,2
2023-06-18,15.04,2254.31,2581.4,Cash,4
2023-06-15,2.73,777.22,949.58,Credit Card,1
2023-06-22,21.12,2984.35,3613.21,Cash,1
2023-06-27,16.46,2425.36,2645.05,Mobile Payment,3
2023-06-13,2.58,759.62,805.77,Mobile Payment,4
2023-06-27,17.27,2522.87,2621.48,Cash,3
2023-06-01,1.01,571.53,586.2,Credit Card,1
2023-06-29,3.56,877.76,994.69,Mobile Payment,1
2023-06-02,4.09,940.82,1038.74,Mobile Payment,1
2023-07-01,21.69,3053.04,3292.93,Mobile Payment,1
2023-06-11,21.31,3007.04,3732.93,Cash,3
2023-06-21,18.43,2662.13,3184.37,Credit Card,2
2023-07-01,18.22,2636.72,2867.19,Credit Card,4
2023-06-27,14.37,2173.84,2508.24,Mobile Payment,2
2023-06-14,16.62,2444.7,2826.17,Mobile Payment,4
2023-06-01,7.17,1310.64,1425.37,Mobile Payment,1
2023-06-25,3.37,854.9,1046.21,Mobile Payment,1
2023-06-11,4.09,940.99,1156.38,Credit Card,1
2023-06-04,22.32,3128.81,3435.55,Cash,3
2023-06-18,15.13,2265.06,2543.44,Credit Card,3
2023-06-14,11.87,1874.05,2078.81,Mobile Payment,2
2023-06-22,12.6,1962.26,2178.25,Mobile Payment,3
2023-06-16,15.6,2322.1,2527.11,Credit Card,3
2023-06-14,18.67,2690.85,2909.09,Mobile Payment,1
