customer_id,total_sessions,total_transactions,total_revenue_sek,total_pageviews,avg_time_on_site,first_traffic_source,primary_device,country
CLIENT_469392,1,1,9768.61,29,1526.0,referral,mobile,United States
CLIENT_472112,1,1,40018.68,37,536.0,google,mobile,United Kingdom
CLIENT_472621,1,3,18176.38,45,1024.0,google,desktop,Sweden
CLIENT_472655,1,1,41847.79,26,1353.0,direct,desktop,Germany
CLIENT_472783,1,3,1135.39,18,714.0,direct,mobile,United Kingdom
CLIENT_480811,1,1,44687.74,21,311.0,google,mobile,United States
CLIENT_481664,1,1,38106.58,6,1080.0,referral,mobile,United Kingdom
CLIENT_481718,1,1,25110.22,3,1527.0,referral,mobile,Sweden
CLIENT_481977,1,1,41370.97,6,1478.0,referral,tablet,United States
CLIENT_482243,1,1,39687.79,25,999.0,email,mobile,France
CLIENT_482475,1,1,26491.17,26,344.0,referral,desktop,Germany
CLIENT_482909,1,1,46521.86,36,292.0,facebook,desktop,United States
CLIENT_484205,1,1,39835.96,6,771.0,referral,tablet,United Kingdom
CLIENT_485796,1,1,35164.36,25,1468.0,facebook,tablet,United States
CLIENT_485922,1,2,26704.75,19,1691.0,email,tablet,France
CLIENT_486795,1,3,3401.78,31,287.0,direct,mobile,United States
CLIENT_486894,1,1,47247.39,43,1487.0,referral,desktop,Germany
CLIENT_487075,1,2,13516.25,32,410.0,facebook,tablet,Sweden
CLIENT_488983,1,1,8304.39,32,1586.0,direct,desktop,Germany
CLIENT_490094,1,1,5607.43,47,1298.0,referral,tablet,Sweden
CLIENT_490310,1,1,36338.76,24,1124.0,email,desktop,Sweden
CLIENT_494807,1,1,38220.04,32,901.0,facebook,tablet,United States
CLIENT_495624,1,1,32553.82,21,432.0,facebook,mobile,Germany
CLIENT_495787,1,2,42022.29,37,429.0,direct,tablet,United Kingdom
CLIENT_497136,1,2,2297.94,45,559.0,referral,desktop,Germany
CLIENT_498293,1,2,25244.39,42,562.0,direct,tablet,United States
CLIENT_498487,1,1,27579.12,22,865.0,direct,desktop,Sweden
CLIENT_499357,1,1,48167.08,35,871.0,facebook,desktop,Germany
CLIENT_499523,1,3,43109.12,35,1214.0,facebook,desktop,France
CLIENT_499645,1,1,40475.48,37,472.0,email,desktop,Germany
CLIENT_499806,1,1,12527.83,24,829.0,facebook,mobile,Germany
CLIENT_500323,1,1,16145.87,36,506.0,email,tablet,France
CLIENT_501498,1,1,43222.58,8,1045.0,email,mobile,United States
CLIENT_501577,1,1,24217.65,43,823.0,direct,tablet,United States
CLIENT_503391,1,1,5190.05,3,556.0,referral,desktop,United Kingdom
CLIENT_504136,1,3,27176.93,8,1139.0,referral,tablet,United States
CLIENT_506683,1,1,22661.8,7,759.0,facebook,mobile,United States
CLIENT_506730,1,1,40742.66,9,846.0,referral,mobile,United Kingdom
CLIENT_506855,1,1,22244.8,19,142.0,google,tablet,Germany
CLIENT_507599,1,1,46333.71,40,1058.0,google,tablet,Sweden
CLIENT_507828,1,1,37868.87,40,1783.0,direct,mobile,United Kingdom
CLIENT_507845,1,1,24025.01,30,587.0,direct,tablet,France
CLIENT_508226,1,2,27472.42,48,879.0,facebook,desktop,France
CLIENT_508451,1,1,22362.95,6,529.0,google,mobile,United Kingdom
CLIENT_508776,1,2,5011.37,32,874.0,email,mobile,United Kingdom
CLIENT_509023,1,1,15988.38,6,517.0,email,tablet,France
CLIENT_512987,1,1,46250.53,43,884.0,direct,tablet,Sweden
CLIENT_512999,1,3,8221.76,27,552.0,google,mobile,United Kingdom
CLIENT_513668,1,1,44778.6,40,764.0,referral,desktop,France
CLIENT_513974,1,3,39911.01,16,1200.0,google,mobile,Sweden
CLIENT_516805,1,1,1623.9,5,885.0,email,tablet,United States
CLIENT_518471,1,1,32445.66,17,818.0,google,desktop,United States
CLIENT_518972,1,1,33022.57,15,1018.0,referral,mobile,United States
CLIENT_519686,1,1,29721.76,45,1190.0,referral,mobile,France
CLIENT_520130,1,1,36804.7,11,1261.0,referral,tablet,France
CLIENT_523507,1,1,10250.38,46,789.0,google,desktop,Germany
CLIENT_525544,1,1,26277.93,21,720.0,email,tablet,Germany
CLIENT_527744,1,3,32630.98,34,1469.0,google,tablet,Sweden
CLIENT_527934,1,3,19559.86,45,1494.0,email,desktop,France
CLIENT_528810,1,1,16410.38,30,883.0,direct,mobile,Germany
CLIENT_529214,1,1,29798.23,26,63.0,facebook,desktop,Germany
CLIENT_530386,1,1,19580.96,48,294.0,referral,tablet,Sweden
CLIENT_530837,1,1,3153.84,39,410.0,google,desktop,Germany
CLIENT_530959,1,1,40215.48,47,1239.0,facebook,mobile,Germany
CLIENT_531837,1,1,1689.38,7,1451.0,email,mobile,United States
CLIENT_533117,1,2,42977.4,44,1513.0,google,tablet,Germany
CLIENT_533300,1,2,20254.88,38,1027.0,google,desktop,Sweden
CLIENT_533334,1,1,33176.61,35,1257.0,email,tablet,United Kingdom
CLIENT_534732,1,3,14127.35,34,712.0,direct,tablet,Sweden
CLIENT_536171,1,1,34305.72,25,358.0,referral,mobile,France
CLIENT_536190,1,1,25852.12,34,1154.0,facebook,mobile,France
CLIENT_536234,1,3,26390.4,9,1289.0,facebook,tablet,United States
CLIENT_537439,1,3,12908.48,11,981.0,direct,desktop,United Kingdom
CLIENT_537480,1,3,44668.07,2,1397.0,facebook,mobile,Sweden
CLIENT_537654,1,1,47574.04,45,131.0,referral,mobile,France
CLIENT_537966,1,2,30949.9,3,1420.0,google,mobile,United States
CLIENT_538590,1,1,33718.79,25,1549.0,referral,mobile,Germany
CLIENT_539382,1,3,27157.09,3,1673.0,direct,desktop,Sweden
CLIENT_539527,1,1,46805.97,42,752.0,google,mobile,Germany
CLIENT_539692,1,1,49602.49,12,1235.0,direct,tablet,Germany
CLIENT_540469,1,3,5691.48,2,526.0,email,mobile,Sweden
CLIENT_542370,1,1,46270.55,29,1539.0,direct,mobile,United Kingdom
CLIENT_542472,1,2,39417.15,16,1295.0,referral,desktop,United Kingdom
CLIENT_542724,1,1,34365.37,28,1422.0,direct,mobile,Germany
CLIENT_543364,1,3,11874.88,4,785.0,email,desktop,United States
CLIENT_543414,1,1,28468.37,35,1102.0,facebook,tablet,United States
CLIENT_544442,1,1,11771.26,49,271.0,email,mobile,United States
CLIENT_546275,1,2,27611.22,26,50.0,direct,mobile,United States
CLIENT_546570,1,1,36426.21,24,805.0,facebook,desktop,Germany
CLIENT_547648,1,1,48987.94,32,1452.0,facebook,tablet,France
CLIENT_548106,1,2,4233.92,2,134.0,referral,desktop,France
CLIENT_548412,1,2,5379.27,50,440.0,facebook,mobile,Sweden
CLIENT_549310,1,1,20465.54,11,406.0,referral,mobile,Germany
CLIENT_551712,1,2,31163.23,18,1067.0,google,tablet,Sweden
CLIENT_553571,1,1,37603.83,13,1374.0,referral,mobile,France
CLIENT_553684,1,1,39763.54,33,704.0,referral,mobile,United States
CLIENT_554277,1,2,41551.22,45,552.0,email,tablet,Germany
CLIENT_555866,1,1,18685.64,31,385.0,direct,tablet,Germany
CLIENT_555986,1,1,41555.44,6,529.0,email,desktop,United States
CLIENT_556387,1,1,18103.02,19,1018.0,facebook,tablet,Sweden
CLIENT_558650,1,1,28099.16,14,1385.0,referral,tablet,Sweden
CLIENT_559629,1,1,25299.23,33,472.0,direct,desktop,United States
CLIENT_559854,1,1,34238.76,35,1335.0,referral,desktop,United States
CLIENT_560764,1,2,26816.63,22,1544.0,referral,mobile,Germany
CLIENT_561229,1,1,19022.12,48,837.0,google,mobile,Sweden
CLIENT_561979,1,1,19473.35,40,403.0,facebook,mobile,United Kingdom
CLIENT_562154,1,1,37470.37,40,271.0,referral,desktop,United States
CLIENT_563765,1,1,11323.66,18,663.0,direct,desktop,Sweden
CLIENT_564925,1,1,7938.0,29,202.0,google,desktop,United States
CLIENT_567588,1,1,41823.48,8,245.0,email,desktop,United Kingdom
CLIENT_568502,1,1,26577.13,27,710.0,email,tablet,Sweden
CLIENT_568735,1,1,26178.62,45,1783.0,facebook,tablet,Germany
CLIENT_571800,1,1,31725.89,40,1744.0,email,mobile,United Kingdom
CLIENT_572998,1,1,18881.61,45,1230.0,referral,mobile,Sweden
CLIENT_573742,1,1,36446.05,48,1330.0,google,desktop,Germany
CLIENT_573874,1,1,35988.8,3,499.0,referral,tablet,France
CLIENT_574624,1,1,47749.47,12,614.0,email,tablet,Sweden
CLIENT_575416,1,1,40949.24,22,628.0,facebook,tablet,United Kingdom
CLIENT_575941,1,1,24945.9,44,1252.0,google,mobile,Germany
CLIENT_576393,1,3,33205.74,35,233.0,email,tablet,United States
CLIENT_576531,1,1,46158.69,29,1790.0,email,tablet,France
CLIENT_576571,1,1,46147.6,4,643.0,google,desktop,United Kingdom
CLIENT_576793,1,1,42377.95,3,1581.0,google,mobile,United States
CLIENT_577986,1,1,39785.92,8,373.0,email,tablet,United States
CLIENT_578490,1,2,25075.42,41,212.0,google,mobile,United States
CLIENT_581136,1,1,8346.71,27,359.0,referral,mobile,Germany
CLIENT_582685,1,1,26514.1,28,1697.0,google,desktop,France
CLIENT_583756,1,3,36152.33,42,613.0,google,tablet,Germany
CLIENT_583955,1,2,11262.3,30,1753.0,referral,mobile,Sweden
CLIENT_584123,1,3,48806.16,6,33.0,email,mobile,France
CLIENT_584427,1,1,14484.78,44,1478.0,direct,tablet,Germany
CLIENT_584718,1,3,48629.07,37,663.0,facebook,tablet,Sweden
CLIENT_584923,1,3,37525.01,45,64.0,google,mobile,United States
CLIENT_585355,1,2,37447.55,28,1599.0,email,desktop,France
CLIENT_585628,1,3,29839.92,46,1109.0,google,mobile,France
CLIENT_586087,1,1,26026.65,2,1341.0,referral,tablet,Germany
CLIENT_588748,1,3,40026.81,32,986.0,email,desktop,United Kingdom
CLIENT_590040,1,1,9056.74,10,1177.0,email,tablet,France
CLIENT_590178,1,2,20872.25,38,530.0,google,desktop,Sweden
CLIENT_591086,1,1,43151.04,34,1049.0,google,tablet,United States
CLIENT_591647,1,2,15144.03,3,1538.0,direct,tablet,France
CLIENT_591949,1,3,1476.85,33,862.0,direct,tablet,France
CLIENT_593092,1,1,46957.0,30,869.0,email,desktop,Germany
CLIENT_593301,1,1,48250.85,38,1219.0,facebook,mobile,France
CLIENT_593335,1,1,29664.13,32,1026.0,google,mobile,United States
CLIENT_594043,1,2,21981.58,3,1531.0,direct,tablet,Germany
CLIENT_595759,1,3,45257.24,24,396.0,google,tablet,Germany
CLIENT_596874,1,1,20352.24,35,1293.0,direct,tablet,France
CLIENT_599587,1,1,27262.31,32,1621.0,email,tablet,Sweden
CLIENT_601598,1,3,33839.09,14,1715.0,google,mobile,France
CLIENT_602564,1,3,25348.02,19,1070.0,email,tablet,Germany
CLIENT_603802,1,1,40211.88,43,1135.0,referral,desktop,Sweden
CLIENT_607122,1,3,27996.44,38,1156.0,google,mobile,United Kingdom
CLIENT_607697,1,3,35501.05,39,1623.0,google,desktop,Sweden
CLIENT_608717,1,1,39350.6,23,1510.0,referral,desktop,United Kingdom
CLIENT_608917,1,1,29563.8,43,1075.0,email,desktop,United Kingdom
CLIENT_610312,1,1,37904.92,25,498.0,google,desktop,Sweden
CLIENT_613237,1,1,23086.72,43,596.0,email,desktop,Sweden
CLIENT_614651,1,1,46682.67,23,116.0,facebook,desktop,United Kingdom
CLIENT_615020,1,3,40202.85,32,1185.0,facebook,desktop,Sweden
CLIENT_615549,1,3,3930.57,37,319.0,referral,desktop,France
CLIENT_616696,1,3,24364.48,6,1357.0,facebook,mobile,Sweden
CLIENT_617151,1,1,23782.64,13,1621.0,direct,desktop,Sweden
CLIENT_618033,1,2,28966.86,47,1627.0,direct,mobile,United Kingdom
CLIENT_618207,1,1,47616.39,24,1580.0,direct,desktop,Germany
CLIENT_618247,1,1,44894.03,26,890.0,facebook,tablet,Germany
CLIENT_618405,1,2,16102.76,23,718.0,referral,mobile,Germany
CLIENT_619143,1,2,14118.59,33,1154.0,google,tablet,United Kingdom
CLIENT_619447,1,1,29064.22,8,1487.0,email,desktop,France
CLIENT_620669,1,1,4737.63,12,1195.0,facebook,mobile,United Kingdom
CLIENT_620826,1,1,24947.76,45,1449.0,direct,tablet,United Kingdom
CLIENT_623449,1,2,46277.76,40,907.0,email,tablet,United Kingdom
CLIENT_626206,1,1,1716.32,50,914.0,google,desktop,Sweden
CLIENT_627119,1,1,41613.07,27,1437.0,google,desktop,United Kingdom
CLIENT_630965,1,1,31377.39,44,425.0,email,mobile,United Kingdom
CLIENT_631180,1,3,4421.61,2,867.0,direct,tablet,United States
CLIENT_631803,1,3,35447.87,45,1297.0,referral,mobile,United Kingdom
CLIENT_632981,1,2,16496.92,5,1013.0,facebook,tablet,United Kingdom
CLIENT_633202,1,1,29767.71,38,460.0,referral,tablet,United Kingdom
CLIENT_633522,1,1,38334.0,43,1790.0,email,desktop,Sweden
CLIENT_633920,1,1,16110.74,5,1290.0,email,desktop,United States
CLIENT_634826,1,3,25769.75,37,809.0,direct,mobile,Germany
CLIENT_637579,1,1,8246.24,40,1307.0,google,desktop,United States
CLIENT_639509,1,1,20998.25,5,1194.0,referral,tablet,France
CLIENT_639861,1,1,42907.95,6,1526.0,google,mobile,United States
CLIENT_640407,1,1,15623.56,23,875.0,facebook,tablet,United Kingdom
CLIENT_641216,1,1,8293.8,50,1522.0,direct,mobile,France
CLIENT_642171,1,2,43850.33,46,473.0,referral,tablet,Sweden
CLIENT_642270,1,1,14755.92,3,591.0,referral,tablet,United Kingdom
CLIENT_643312,1,1,33004.88,23,404.0,email,desktop,France
CLIENT_643755,1,1,24083.55,37,1226.0,direct,desktop,United Kingdom
CLIENT_644175,1,1,22481.99,45,1526.0,facebook,tablet,United States
CLIENT_644694,1,2,32790.86,2,674.0,email,tablet,United Kingdom
CLIENT_644785,1,1,34787.76,14,394.0,referral,mobile,United Kingdom
CLIENT_646681,1,2,13182.53,36,1799.0,referral,desktop,United States
CLIENT_648164,1,1,31489.1,38,355.0,email,mobile,United States
CLIENT_651786,1,2,30129.13,26,727.0,email,desktop,France
CLIENT_652862,1,1,16581.93,19,296.0,referral,mobile,United Kingdom
CLIENT_653323,1,1,1783.52,15,1654.0,referral,tablet,Sweden
CLIENT_653635,1,1,19749.31,5,1655.0,email,mobile,France
CLIENT_653967,1,1,47840.4,36,888.0,direct,mobile,United States
CLIENT_654807,1,1,19972.31,43,340.0,referral,desktop,Germany
CLIENT_656371,1,1,3107.39,48,1420.0,facebook,mobile,United Kingdom
CLIENT_657828,1,3,41604.41,7,1056.0,google,mobile,Germany
CLIENT_658458,1,1,27627.99,48,984.0,referral,desktop,Sweden
CLIENT_659104,1,1,4539.36,19,937.0,email,mobile,United Kingdom
CLIENT_659748,1,2,40865.09,32,637.0,facebook,mobile,Germany
CLIENT_660228,1,1,40124.67,5,268.0,facebook,desktop,United Kingdom
CLIENT_662237,1,1,27760.54,10,1431.0,email,desktop,United Kingdom
CLIENT_663748,1,1,10159.4,16,195.0,referral,tablet,Sweden
CLIENT_665261,1,3,17278.79,43,1661.0,facebook,mobile,France
CLIENT_666338,1,1,35323.99,17,1186.0,facebook,desktop,Sweden
CLIENT_667549,1,2,17763.09,7,179.0,referral,desktop,Sweden
CLIENT_670252,1,3,3376.0,35,995.0,direct,mobile,France
CLIENT_670628,1,3,18388.6,22,410.0,direct,desktop,United States
CLIENT_670843,1,1,37857.56,35,1552.0,google,tablet,United States
CLIENT_672120,1,1,46569.46,29,136.0,google,mobile,Sweden
CLIENT_673354,1,3,48654.66,19,160.0,direct,tablet,United States
CLIENT_673586,1,3,44051.85,8,184.0,referral,mobile,United States
CLIENT_674282,1,1,38415.28,19,674.0,facebook,mobile,United Kingdom
CLIENT_675614,1,1,23032.25,33,1424.0,email,desktop,Sweden
CLIENT_675897,1,3,48708.08,26,1305.0,facebook,desktop,Sweden
CLIENT_676103,1,1,43675.53,47,1574.0,email,desktop,France
CLIENT_676617,1,3,15094.86,2,1334.0,google,tablet,United Kingdom
CLIENT_677527,1,1,32609.02,49,844.0,email,desktop,Sweden
CLIENT_678099,1,2,11671.36,20,723.0,referral,mobile,Germany
CLIENT_678531,1,2,1189.38,39,1386.0,referral,desktop,Sweden
CLIENT_678604,1,1,49085.01,19,1710.0,google,tablet,Sweden
CLIENT_679198,1,1,7094.56,9,561.0,google,tablet,Germany
CLIENT_679742,1,1,18968.57,13,131.0,email,mobile,Sweden
CLIENT_681783,1,1,29859.06,13,1644.0,email,desktop,France
CLIENT_684314,1,1,43486.14,32,1393.0,facebook,desktop,United Kingdom
CLIENT_685485,1,3,46298.16,37,278.0,email,desktop,United States
CLIENT_685613,1,2,47585.58,32,409.0,referral,tablet,Sweden
CLIENT_686201,1,1,18376.4,40,132.0,facebook,desktop,France
CLIENT_687502,1,1,3337.18,22,1553.0,google,mobile,France
CLIENT_687805,1,3,10312.61,17,851.0,facebook,tablet,United States
CLIENT_688590,1,1,39862.29,38,1367.0,referral,tablet,Germany
CLIENT_689457,1,3,18388.47,17,1624.0,email,tablet,United Kingdom
CLIENT_692548,1,1,24523.21,39,994.0,direct,tablet,Germany
CLIENT_693021,1,3,15133.13,37,1314.0,direct,mobile,France
CLIENT_694512,1,1,2345.66,36,648.0,email,desktop,France
CLIENT_695044,1,1,46199.67,41,1348.0,google,mobile,France
CLIENT_696180,1,1,45041.2,50,1269.0,email,desktop,Germany
CLIENT_696574,1,1,44260.14,26,726.0,google,desktop,United States
CLIENT_697767,1,3,20439.3,41,241.0,facebook,desktop,France
CLIENT_699855,1,1,34701.37,3,541.0,direct,desktop,Germany
CLIENT_700175,1,1,39940.98,33,221.0,referral,tablet,United States
CLIENT_702107,1,1,37288.01,5,999.0,google,tablet,France
CLIENT_702966,1,1,49757.04,47,1261.0,google,mobile,United States
CLIENT_703371,1,1,21634.05,26,1506.0,referral,desktop,United Kingdom
CLIENT_703885,1,1,40031.9,23,953.0,google,tablet,United States
CLIENT_704142,1,2,46396.82,33,522.0,facebook,mobile,Sweden
CLIENT_704566,1,1,45190.5,6,1771.0,google,mobile,Sweden
CLIENT_704716,1,1,14224.36,26,1492.0,direct,mobile,United Kingdom
CLIENT_706374,1,2,40709.19,8,108.0,facebook,mobile,Germany
CLIENT_707671,1,2,31357.14,12,1020.0,email,mobile,United States
CLIENT_708051,1,1,25120.5,19,322.0,email,mobile,France
CLIENT_708642,1,1,8248.02,10,1112.0,referral,mobile,France
CLIENT_709974,1,2,33670.89,38,759.0,email,desktop,United States
CLIENT_710603,1,1,6079.26,49,1556.0,google,desktop,United Kingdom
CLIENT_711799,1,1,2568.11,11,1651.0,google,mobile,Sweden
CLIENT_711941,1,1,23197.1,24,567.0,referral,mobile,Germany
CLIENT_714161,1,2,20189.72,27,730.0,email,mobile,France
CLIENT_714528,1,1,13008.56,47,1135.0,direct,tablet,United States
CLIENT_716664,1,1,20939.3,31,1039.0,email,tablet,France
CLIENT_717831,1,3,16034.33,9,1608.0,direct,mobile,Germany
CLIENT_721226,1,2,46988.78,11,54.0,google,tablet,Germany
CLIENT_721244,1,1,48363.1,21,1161.0,direct,mobile,United Kingdom
CLIENT_722220,1,1,48919.45,42,903.0,email,mobile,United States
CLIENT_723696,1,1,36371.28,9,1683.0,facebook,tablet,Germany
CLIENT_726724,1,1,44740.13,27,1306.0,direct,tablet,Germany
CLIENT_728003,1,1,24997.02,18,690.0,facebook,desktop,United Kingdom
CLIENT_729946,1,2,11060.38,45,382.0,referral,desktop,United Kingdom
CLIENT_730615,1,2,18892.39,20,690.0,email,desktop,United Kingdom
CLIENT_730853,1,1,44628.38,27,558.0,referral,desktop,France
CLIENT_733315,1,1,9708.87,11,1128.0,email,tablet,Germany
CLIENT_736231,1,1,12717.48,3,889.0,referral,tablet,United Kingdom
CLIENT_736403,1,3,15018.36,7,789.0,facebook,desktop,Germany
CLIENT_737246,1,1,12050.76,6,1110.0,email,desktop,United States
CLIENT_739617,1,3,30373.42,45,1320.0,direct,mobile,Germany
CLIENT_739636,1,1,9916.24,47,694.0,google,desktop,United Kingdom
CLIENT_739714,1,3,1459.34,9,1382.0,referral,desktop,United States
CLIENT_740167,1,1,18022.58,21,577.0,email,tablet,Sweden
CLIENT_740201,1,3,34104.2,4,977.0,email,desktop,Germany
CLIENT_741027,1,1,11687.97,20,306.0,direct,desktop,United Kingdom
CLIENT_741195,1,1,40924.32,8,1121.0,google,desktop,Sweden
CLIENT_742075,1,1,18898.94,13,957.0,direct,mobile,France
CLIENT_742753,1,1,13375.67,32,1416.0,direct,tablet,United States
CLIENT_743962,1,1,43915.11,34,405.0,referral,desktop,Sweden
CLIENT_744334,1,1,6366.06,46,246.0,google,mobile,Sweden
CLIENT_744642,1,2,7149.96,31,1050.0,direct,tablet,France
CLIENT_745299,1,1,10418.23,6,955.0,email,desktop,United States
CLIENT_748017,1,3,18009.08,8,153.0,google,mobile,France
CLIENT_749385,1,3,30431.65,22,748.0,direct,tablet,France
CLIENT_751119,1,1,9224.36,38,1644.0,email,tablet,France
CLIENT_751174,1,3,34520.74,18,690.0,google,tablet,Germany
CLIENT_751848,1,1,36507.27,5,591.0,referral,tablet,Germany
CLIENT_751851,1,1,5998.61,17,1131.0,referral,tablet,Sweden
CLIENT_753232,1,3,42289.46,8,315.0,google,desktop,Sweden
CLIENT_755353,1,1,33274.71,35,470.0,email,tablet,France
CLIENT_756698,1,1,36323.66,30,1672.0,email,mobile,Germany
CLIENT_757442,1,1,26497.51,20,1240.0,email,desktop,United States
CLIENT_757610,1,3,25319.26,2,847.0,referral,tablet,United States
CLIENT_757983,1,1,21059.67,11,1787.0,referral,tablet,Germany
CLIENT_758360,1,1,47134.37,14,1371.0,email,tablet,United Kingdom
CLIENT_759303,1,1,26453.17,14,344.0,email,tablet,United States
CLIENT_759336,1,1,24779.98,45,1400.0,email,desktop,United Kingdom
CLIENT_759739,1,1,37962.96,3,610.0,referral,mobile,Sweden
CLIENT_760738,1,1,19408.0,23,254.0,referral,tablet,France
CLIENT_761677,1,2,4686.99,13,638.0,email,mobile,Germany
CLIENT_763638,1,1,34352.4,43,420.0,email,desktop,Germany
CLIENT_764089,1,1,21502.0,40,793.0,direct,desktop,United States
CLIENT_764108,1,1,1705.69,39,940.0,referral,mobile,United Kingdom
CLIENT_764342,1,3,45572.83,13,545.0,email,desktop,Germany
CLIENT_764467,1,1,8467.37,34,1203.0,google,mobile,France
CLIENT_765674,1,3,9508.7,50,571.0,google,tablet,United States
CLIENT_766260,1,1,4581.36,50,1674.0,email,desktop,Sweden
CLIENT_767272,1,1,18790.54,37,241.0,direct,desktop,France
CLIENT_767352,1,1,23132.25,28,991.0,facebook,mobile,United Kingdom
CLIENT_767883,1,1,47760.81,20,474.0,facebook,desktop,United Kingdom
CLIENT_768133,1,1,39719.05,14,665.0,referral,mobile,France
CLIENT_768209,1,1,31214.32,23,238.0,google,desktop,Germany
CLIENT_769519,1,1,43178.55,13,316.0,direct,tablet,Germany
CLIENT_770048,1,1,12301.32,8,401.0,email,tablet,Germany
CLIENT_770261,1,2,15004.27,34,1666.0,email,tablet,United States
CLIENT_771821,1,2,49840.66,4,142.0,direct,mobile,Germany
CLIENT_772042,1,1,34198.15,34,1667.0,direct,tablet,France
CLIENT_772123,1,2,35456.42,22,338.0,direct,tablet,France
CLIENT_772834,1,3,20555.29,26,377.0,direct,mobile,France
CLIENT_774044,1,3,26558.46,33,999.0,google,tablet,Germany
CLIENT_774251,1,1,47308.08,27,1736.0,email,tablet,Sweden
CLIENT_774787,1,3,5268.23,12,1563.0,email,mobile,Germany
CLIENT_774790,1,1,40202.11,27,170.0,referral,desktop,Sweden
CLIENT_775160,1,1,33431.53,33,1443.0,direct,tablet,United Kingdom
CLIENT_775600,1,1,37330.7,45,1383.0,referral,mobile,Germany
CLIENT_777433,1,1,45483.94,10,828.0,direct,mobile,United Kingdom
CLIENT_777606,1,1,31202.51,30,203.0,referral,mobile,France
CLIENT_778108,1,1,44724.63,36,1790.0,google,desktop,Germany
CLIENT_780478,1,2,5493.5,34,379.0,email,mobile,Germany
CLIENT_780733,1,3,32908.16,44,1254.0,referral,tablet,United Kingdom
CLIENT_782279,1,2,8565.13,45,1070.0,referral,mobile,France
CLIENT_783428,1,1,31776.45,14,310.0,email,desktop,Germany
CLIENT_784008,1,1,15279.53,32,771.0,direct,desktop,Sweden
CLIENT_784772,1,1,48208.98,46,618.0,google,desktop,United Kingdom
CLIENT_785691,1,1,13723.99,25,36.0,email,mobile,France
CLIENT_786369,1,2,23104.65,50,306.0,google,tablet,France
CLIENT_786615,1,2,11630.72,3,1057.0,referral,mobile,United Kingdom
CLIENT_787499,1,1,35835.91,3,1772.0,google,mobile,United States
CLIENT_788791,1,1,43588.66,6,1661.0,email,mobile,Germany
CLIENT_789675,1,3,2915.21,11,244.0,direct,desktop,United Kingdom
CLIENT_789900,1,1,33669.62,7,810.0,email,mobile,Sweden
CLIENT_790684,1,1,47620.99,3,1098.0,google,desktop,United Kingdom
CLIENT_790996,1,1,22403.11,47,1761.0,facebook,tablet,Sweden
CLIENT_793977,1,1,36876.58,48,1267.0,facebook,desktop,Sweden
CLIENT_796115,1,1,17797.07,37,1371.0,facebook,desktop,France
CLIENT_797234,1,3,48655.09,24,1048.0,email,tablet,United States
CLIENT_798838,1,1,26020.66,20,635.0,direct,desktop,United Kingdom
CLIENT_799102,1,3,49224.52,38,853.0,referral,mobile,Germany
CLIENT_799288,1,2,7075.33,28,738.0,referral,tablet,Germany
CLIENT_801150,1,1,25362.54,40,107.0,facebook,tablet,United Kingdom
CLIENT_802914,1,3,19937.44,14,1632.0,referral,mobile,Germany
CLIENT_803428,1,2,18783.51,21,1772.0,email,mobile,United Kingdom
CLIENT_804091,1,2,33463.4,27,1612.0,email,mobile,France
CLIENT_804157,1,2,35939.15,15,1184.0,direct,desktop,Sweden
CLIENT_805619,1,3,9605.36,44,1528.0,referral,mobile,Sweden
CLIENT_806090,1,1,27840.15,43,130.0,direct,mobile,Germany
CLIENT_806182,1,2,15302.57,29,826.0,referral,mobile,United States
CLIENT_806836,1,1,28768.88,22,87.0,direct,mobile,Sweden
CLIENT_806838,1,1,4591.4,30,1336.0,referral,tablet,United Kingdom
CLIENT_807550,1,1,38285.42,10,1126.0,facebook,desktop,Sweden
CLIENT_808363,1,1,5636.22,11,54.0,email,tablet,United Kingdom
CLIENT_809163,1,2,9304.24,39,1140.0,facebook,desktop,Germany
CLIENT_810294,1,1,3382.67,23,213.0,email,mobile,France
CLIENT_810952,1,1,28198.88,29,1705.0,google,mobile,France
CLIENT_811003,1,1,19463.48,30,1646.0,referral,tablet,Sweden
CLIENT_811160,1,3,38919.2,40,442.0,email,tablet,Germany
CLIENT_811805,1,1,41339.14,31,223.0,google,desktop,France
CLIENT_811986,1,1,12610.94,38,1273.0,facebook,desktop,Germany
CLIENT_812148,1,1,42468.16,13,619.0,google,desktop,France
CLIENT_812331,1,2,43564.89,16,1711.0,direct,mobile,France
CLIENT_813409,1,3,1892.75,28,1428.0,email,mobile,Germany
CLIENT_814108,1,1,2479.01,25,1441.0,facebook,desktop,Sweden
CLIENT_814443,1,1,42465.15,44,71.0,direct,desktop,Germany
CLIENT_816299,1,1,12400.59,13,1167.0,facebook,mobile,Sweden
CLIENT_817168,1,3,49201.86,35,108.0,google,desktop,Sweden
CLIENT_818497,1,1,25189.2,40,326.0,direct,desktop,United Kingdom
CLIENT_819100,1,3,31907.38,42,1375.0,google,mobile,United States
CLIENT_821241,1,1,17804.41,24,1765.0,referral,tablet,Sweden
CLIENT_822239,1,1,30783.73,2,141.0,email,mobile,France
CLIENT_822468,1,1,7114.86,43,948.0,referral,desktop,Sweden
CLIENT_822777,1,1,48299.97,16,1721.0,google,tablet,Sweden
CLIENT_823399,1,2,44085.41,43,1450.0,direct,tablet,Germany
