customer_id,session_id,date,transactions,revenue,revenue_sek,pageviews,time_on_site,traffic_source,traffic_medium,device_type,country,city
CLIENT_149737,SESSION_000249,20230728,3,144.4,30878.69,29,108,email,none,mobile,France,Stockholm
CLIENT_174661,SESSION_000250,20230717,1,3143.56,12144.12,18,1729,direct,none,tablet,France,Malmö
CLIENT_389510,SESSION_000251,20230726,1,1626.06,14101.45,19,686,referral,none,tablet,Sweden,Malmö
CLIENT_407963,SESSION_000252,20230729,1,4505.92,5616.43,5,556,direct,referral,desktop,Sweden,New York
CLIENT_607697,SESSION_000253,20230731,3,589.75,35501.05,39,1623,google,email,desktop,Sweden,London
CLIENT_924262,SESSION_000254,20230718,1,4695.38,22977.59,12,559,direct,cpc,tablet,United Kingdom,Stockholm
CLIENT_182300,SESSION_000255,20230719,1,1246.75,37583.45,2,1164,google,referral,mobile,Germany,New York
CLIENT_260886,SESSION_000256,20230706,1,2782.24,31437.49,16,49,facebook,email,mobile,United States,London
CLIENT_417632,SESSION_000257,20230712,1,612.48,45518.27,2,1732,facebook,organic,tablet,Germany,Stockholm
CLIENT_914552,SESSION_000258,20230724,1,3466.29,48146.53,43,342,google,organic,tablet,France,Göteborg
CLIENT_512987,SESSION_000259,20230706,1,846.35,46250.53,43,884,direct,cpc,tablet,Sweden,London
CLIENT_533117,SESSION_000260,20230703,2,4159.95,42977.4,44,1513,google,email,tablet,Germany,Malmö
CLIENT_939073,SESSION_000261,20230719,1,2453.02,12492.11,2,607,email,none,mobile,Sweden,Malmö
CLIENT_462756,SESSION_000262,20230717,1,691.0,48298.16,41,223,referral,none,tablet,United Kingdom,Göteborg
CLIENT_495787,SESSION_000263,20230720,2,4774.83,42022.29,37,429,direct,cpc,tablet,United Kingdom,London
CLIENT_757610,SESSION_000264,20230715,3,2094.47,25319.26,2,847,referral,none,tablet,United States,Göteborg
CLIENT_593092,SESSION_000265,20230729,1,2411.59,46957.0,30,869,email,referral,desktop,Germany,Malmö
CLIENT_767352,SESSION_000266,20230702,1,2869.77,23132.25,28,991,facebook,referral,mobile,United Kingdom,London
CLIENT_825596,SESSION_000267,20230723,3,2816.05,38522.88,23,1165,facebook,referral,tablet,United Kingdom,London
CLIENT_896885,SESSION_000268,20230716,2,3566.12,30415.88,47,711,referral,cpc,desktop,France,Malmö
CLIENT_744334,SESSION_000269,20230731,1,2596.41,6366.06,46,246,google,referral,mobile,Sweden,Stockholm
CLIENT_913653,SESSION_000270,20230724,3,2572.06,7720.55,32,1364,direct,cpc,desktop,United States,Stockholm
CLIENT_875322,SESSION_000271,20230709,2,3364.32,37767.49,49,1639,google,cpc,desktop,United States,Göteborg
CLIENT_603802,SESSION_000272,20230710,1,4358.06,40211.88,43,1135,referral,referral,desktop,Sweden,Malmö
CLIENT_168826,SESSION_000273,20230724,1,2648.89,31132.63,48,1610,google,cpc,desktop,United States,London
CLIENT_188718,SESSION_000274,20230723,1,1326.35,33139.73,21,387,facebook,email,desktop,Germany,Stockholm
CLIENT_788791,SESSION_000275,20230730,1,1092.59,43588.66,6,1661,email,none,mobile,Germany,New York
CLIENT_938201,SESSION_000276,20230706,1,1687.26,48713.54,44,398,direct,referral,desktop,United States,New York
CLIENT_654807,SESSION_000277,20230709,1,4053.64,19972.31,43,340,referral,email,desktop,Germany,Stockholm
CLIENT_948353,SESSION_000278,20230717,2,4074.8,3540.03,26,420,referral,cpc,tablet,United Kingdom,Stockholm
CLIENT_527934,SESSION_000279,20230730,3,2906.73,19559.86,45,1494,email,organic,desktop,France,Stockholm
CLIENT_716664,SESSION_000280,20230715,1,1734.93,20939.3,31,1039,email,organic,tablet,France,London
CLIENT_540469,SESSION_000281,20230726,3,4197.91,5691.48,2,526,email,organic,mobile,Sweden,Stockholm
CLIENT_749385,SESSION_000282,20230719,3,1889.21,30431.65,22,748,direct,referral,tablet,France,Göteborg
CLIENT_666338,SESSION_000283,20230716,1,1763.51,35323.99,17,1186,facebook,none,desktop,Sweden,Malmö
CLIENT_893689,SESSION_000284,20230720,1,4986.34,32354.8,43,799,google,email,desktop,France,Malmö
CLIENT_417559,SESSION_000285,20230707,1,4055.79,14858.86,12,704,google,email,tablet,United States,Stockholm
CLIENT_584123,SESSION_000286,20230708,3,3096.87,48806.16,6,33,email,referral,mobile,France,New York
CLIENT_416197,SESSION_000287,20230712,2,395.86,46006.27,25,226,direct,referral,mobile,France,London
CLIENT_764342,SESSION_000288,20230729,3,4213.0,45572.83,13,545,email,email,desktop,Germany,Malmö
CLIENT_102798,SESSION_000289,20230724,1,457.45,31347.43,28,1450,google,email,mobile,United States,London
CLIENT_977558,SESSION_000290,20230723,2,4925.2,34781.73,36,1235,email,organic,desktop,France,Göteborg
CLIENT_251034,SESSION_000291,20230726,2,4544.42,11425.67,34,468,google,cpc,mobile,Sweden,Malmö
CLIENT_785691,SESSION_000292,20230716,1,4955.83,13723.99,25,36,email,referral,mobile,France,Stockholm
CLIENT_530386,SESSION_000293,20230718,1,1531.58,19580.96,48,294,referral,organic,tablet,Sweden,New York
CLIENT_543364,SESSION_000294,20230722,3,1937.14,11874.88,4,785,email,referral,desktop,United States,Göteborg
CLIENT_884614,SESSION_000295,20230705,1,3191.96,24528.79,9,1743,email,referral,mobile,France,Malmö
CLIENT_848084,SESSION_000296,20230715,1,2764.92,1535.87,42,1523,email,organic,tablet,France,London
CLIENT_298458,SESSION_000297,20230725,2,4011.29,24611.38,50,1517,referral,none,tablet,Sweden,New York
CLIENT_444839,SESSION_000298,20230704,2,1918.34,9278.36,47,1731,referral,cpc,mobile,France,Stockholm
CLIENT_314503,SESSION_000299,20230708,1,2478.91,39803.18,18,1175,direct,none,tablet,Sweden,New York
CLIENT_330160,SESSION_000300,20230707,1,2164.29,24607.58,28,401,direct,organic,desktop,France,Göteborg
CLIENT_182064,SESSION_000301,20230709,3,4171.07,35312.57,28,259,facebook,organic,mobile,Sweden,New York
CLIENT_594043,SESSION_000302,20230720,2,4102.3,21981.58,3,1531,direct,email,tablet,Germany,Malmö
CLIENT_224533,SESSION_000303,20230718,3,3226.16,9606.91,39,1754,referral,referral,tablet,Germany,Stockholm
CLIENT_934472,SESSION_000304,20230716,1,4579.79,49768.33,11,908,email,email,tablet,Sweden,Malmö
CLIENT_153388,SESSION_000305,20230726,1,718.04,7009.18,15,879,facebook,none,mobile,Germany,New York
CLIENT_975693,SESSION_000306,20230706,2,3212.94,2779.84,35,66,email,email,tablet,Sweden,Göteborg
CLIENT_326307,SESSION_000307,20230728,3,2172.36,42228.13,3,588,direct,cpc,mobile,United Kingdom,Malmö
CLIENT_176987,SESSION_000308,20230711,3,339.81,3844.65,39,1200,facebook,referral,tablet,United Kingdom,London
CLIENT_554277,SESSION_000309,20230712,2,4436.47,41551.22,45,552,email,organic,tablet,Germany,New York
CLIENT_530837,SESSION_000310,20230711,1,3576.69,3153.84,39,410,google,cpc,desktop,Germany,Göteborg
CLIENT_172210,SESSION_000311,20230703,3,1346.07,47295.7,18,646,google,referral,mobile,United Kingdom,New York
CLIENT_419662,SESSION_000312,20230713,2,641.52,5110.43,28,1701,google,organic,tablet,Germany,Stockholm
CLIENT_951574,SESSION_000313,20230714,1,3829.42,41367.31,37,471,facebook,none,tablet,United States,Malmö
CLIENT_390212,SESSION_000314,20230727,2,2407.33,5087.4,7,801,email,none,mobile,United States,Malmö
CLIENT_442852,SESSION_000315,20230724,3,2725.39,34097.7,42,80,email,organic,mobile,Sweden,Göteborg
CLIENT_871708,SESSION_000316,20230722,1,2668.29,32435.52,8,868,google,referral,tablet,Germany,Malmö
CLIENT_415054,SESSION_000317,20230713,1,2882.33,7094.91,44,1714,facebook,referral,desktop,Sweden,Göteborg
CLIENT_761677,SESSION_000318,20230710,2,2864.02,4686.99,13,638,email,organic,mobile,Germany,London
CLIENT_128353,SESSION_000319,20230722,2,807.0,40671.81,7,704,facebook,cpc,mobile,Germany,New York
CLIENT_757442,SESSION_000320,20230711,1,4197.26,26497.51,20,1240,email,organic,desktop,United States,Stockholm
CLIENT_527744,SESSION_000321,20230701,3,1091.72,32630.98,34,1469,google,email,tablet,Sweden,Stockholm
CLIENT_985831,SESSION_000322,20230719,1,2643.37,44374.6,34,607,facebook,none,mobile,Sweden,Göteborg
CLIENT_990108,SESSION_000323,20230726,1,4726.63,9315.87,32,1379,referral,email,desktop,Germany,Göteborg
CLIENT_739617,SESSION_000324,20230707,3,445.46,30373.42,45,1320,direct,cpc,mobile,Germany,London
CLIENT_838318,SESSION_000325,20230710,1,1660.26,17935.14,6,1664,referral,referral,mobile,United Kingdom,Malmö
CLIENT_867637,SESSION_000326,20230727,1,4938.63,35292.85,7,1038,direct,referral,desktop,Sweden,Malmö
CLIENT_542472,SESSION_000327,20230709,2,2599.89,39417.15,16,1295,referral,email,desktop,United Kingdom,Göteborg
CLIENT_634826,SESSION_000328,20230722,3,631.2,25769.75,37,809,direct,none,mobile,Germany,Malmö
CLIENT_133625,SESSION_000329,20230701,1,952.52,9853.69,10,369,referral,email,mobile,United Kingdom,Malmö
CLIENT_132753,SESSION_000330,20230704,1,1211.24,2536.88,12,699,email,cpc,tablet,France,Malmö
CLIENT_759303,SESSION_000331,20230727,1,4433.75,26453.17,14,344,email,none,tablet,United States,Göteborg
CLIENT_644785,SESSION_000332,20230720,1,970.54,34787.76,14,394,referral,none,mobile,United Kingdom,New York
CLIENT_137655,SESSION_000333,20230726,1,1946.96,13575.29,16,1761,google,referral,tablet,France,Malmö
CLIENT_663748,SESSION_000334,20230721,1,698.49,10159.4,16,195,referral,referral,tablet,Sweden,London
CLIENT_401673,SESSION_000335,20230727,1,2121.35,45751.58,22,1225,facebook,referral,tablet,United States,London
CLIENT_464923,SESSION_000336,20230726,1,855.67,6305.26,19,1291,google,organic,desktop,France,Göteborg
CLIENT_775600,SESSION_000337,20230707,1,100.49,37330.7,45,1383,referral,cpc,mobile,Germany,Göteborg
CLIENT_823399,SESSION_000338,20230707,2,2088.56,44085.41,43,1450,direct,organic,tablet,Germany,New York
CLIENT_345166,SESSION_000339,20230721,1,4410.33,37931.92,10,1406,email,organic,desktop,United States,Malmö
CLIENT_988242,SESSION_000340,20230717,1,861.13,48889.61,47,1586,facebook,organic,desktop,United Kingdom,Malmö
CLIENT_772834,SESSION_000341,20230706,3,307.87,20555.29,26,377,direct,referral,mobile,France,New York
CLIENT_432487,SESSION_000342,20230727,1,1246.19,6749.66,20,525,referral,organic,desktop,United Kingdom,Stockholm
CLIENT_876589,SESSION_000343,20230708,1,4509.95,45274.26,43,1701,facebook,email,mobile,Germany,Malmö
CLIENT_207893,SESSION_000344,20230702,3,2350.73,16809.01,39,1211,email,email,mobile,United Kingdom,London
CLIENT_439116,SESSION_000345,20230712,3,2052.73,31064.47,49,767,referral,cpc,mobile,United States,London
CLIENT_192979,SESSION_000346,20230718,2,985.35,20748.08,12,36,email,referral,tablet,Sweden,Malmö
CLIENT_323440,SESSION_000347,20230701,2,4381.68,42257.66,25,719,direct,referral,mobile,United States,New York
CLIENT_941435,SESSION_000348,20230714,1,485.16,15472.15,21,1550,referral,none,mobile,France,London
CLIENT_142482,SESSION_000349,20230702,1,4126.36,44426.18,23,443,direct,email,tablet,United States,Göteborg
CLIENT_537654,SESSION_000350,20230722,1,825.77,47574.04,45,131,referral,organic,mobile,France,Stockholm
CLIENT_461552,SESSION_000351,20230714,1,1162.21,45405.92,15,532,referral,none,tablet,Sweden,New York
CLIENT_182199,SESSION_000352,20230715,1,3449.36,7288.53,16,1561,referral,email,desktop,Sweden,Göteborg
CLIENT_706374,SESSION_000353,20230713,2,4962.5,40709.19,8,108,facebook,none,mobile,Germany,New York
CLIENT_851151,SESSION_000354,20230719,1,2366.63,42425.23,3,1257,facebook,none,mobile,Sweden,London
CLIENT_208365,SESSION_000355,20230719,1,1843.47,23755.33,19,921,direct,email,desktop,France,Malmö
CLIENT_269467,SESSION_000356,20230714,3,137.75,28803.44,4,1751,direct,organic,tablet,United States,Malmö
CLIENT_857253,SESSION_000357,20230712,3,2988.81,26875.43,22,544,direct,none,tablet,United Kingdom,Malmö
CLIENT_957097,SESSION_000358,20230729,1,4538.31,31547.17,39,475,email,none,tablet,France,London
CLIENT_384183,SESSION_000359,20230721,1,4202.13,22137.2,41,1094,email,organic,tablet,Germany,Göteborg
CLIENT_880482,SESSION_000360,20230721,3,4604.67,22527.27,38,1162,email,organic,mobile,Sweden,Stockholm
CLIENT_681783,SESSION_000361,20230701,1,4716.82,29859.06,13,1644,email,cpc,desktop,France,New York
CLIENT_548412,SESSION_000362,20230715,2,4181.01,5379.27,50,440,facebook,email,mobile,Sweden,New York
CLIENT_945807,SESSION_000363,20230705,1,4256.38,21252.07,31,1410,direct,cpc,desktop,Sweden,London
CLIENT_227644,SESSION_000364,20230712,1,4277.09,17495.96,33,1089,google,email,tablet,Sweden,Göteborg
CLIENT_481977,SESSION_000365,20230702,1,4298.38,41370.97,6,1478,referral,email,tablet,United States,Göteborg
CLIENT_401575,SESSION_000366,20230729,2,3383.66,10679.68,40,590,google,none,mobile,Sweden,London
CLIENT_248233,SESSION_000367,20230715,1,3698.78,30648.25,50,1524,direct,email,desktop,Sweden,Göteborg
CLIENT_400565,SESSION_000368,20230709,1,1174.63,21179.12,12,876,facebook,email,desktop,Sweden,Malmö
CLIENT_466460,SESSION_000369,20230704,1,873.85,11456.57,3,1394,referral,cpc,desktop,United Kingdom,London
CLIENT_259810,SESSION_000370,20230702,3,2178.33,29164.05,32,901,referral,none,tablet,United States,London
CLIENT_368274,SESSION_000371,20230707,1,1916.99,49504.95,9,388,email,email,desktop,United States,Malmö
CLIENT_620669,SESSION_000372,20230729,1,3146.13,4737.63,12,1195,facebook,referral,mobile,United Kingdom,Stockholm
CLIENT_744642,SESSION_000373,20230726,2,3649.51,7149.96,31,1050,direct,organic,tablet,France,Göteborg
CLIENT_379130,SESSION_000374,20230729,1,2480.37,43820.28,33,330,google,email,mobile,France,London
CLIENT_447103,SESSION_000375,20230706,3,2467.06,8062.54,15,1288,facebook,organic,desktop,France,Stockholm
CLIENT_146571,SESSION_000376,20230728,1,4870.18,25254.14,21,1587,direct,referral,mobile,France,Stockholm
CLIENT_804157,SESSION_000377,20230713,2,269.48,35939.15,15,1184,direct,cpc,desktop,Sweden,Stockholm
CLIENT_258595,SESSION_000378,20230726,1,3149.95,7003.64,47,1437,direct,referral,mobile,France,Malmö
CLIENT_670628,SESSION_000379,20230716,3,4557.48,18388.6,22,410,direct,referral,desktop,United States,Malmö
CLIENT_501498,SESSION_000380,20230718,1,2545.12,43222.58,8,1045,email,none,mobile,United States,New York
CLIENT_929308,SESSION_000381,20230724,1,2319.59,17937.61,36,811,direct,none,mobile,United Kingdom,Stockholm
CLIENT_215814,SESSION_000382,20230726,1,2017.07,47854.0,20,1129,facebook,organic,mobile,France,Göteborg
CLIENT_998727,SESSION_000383,20230713,1,1654.77,20210.76,3,1675,google,cpc,mobile,Sweden,Stockholm
CLIENT_466860,SESSION_000384,20230720,1,3627.37,23072.54,15,717,email,organic,mobile,Germany,Malmö
CLIENT_410390,SESSION_000385,20230711,1,339.66,29265.23,8,1206,email,none,tablet,France,Stockholm
CLIENT_816299,SESSION_000386,20230701,1,2702.69,12400.59,13,1167,facebook,none,mobile,Sweden,Göteborg
CLIENT_953018,SESSION_000387,20230702,1,4503.16,19593.96,9,636,google,email,tablet,United States,Stockholm
CLIENT_733315,SESSION_000388,20230721,1,4045.43,9708.87,11,1128,email,referral,tablet,Germany,New York
CLIENT_171963,SESSION_000389,20230708,1,298.51,38659.82,23,1432,direct,referral,tablet,Germany,London
CLIENT_327346,SESSION_000390,20230729,3,529.07,42029.41,48,789,email,organic,tablet,France,Stockholm
CLIENT_276970,SESSION_000391,20230715,1,998.8,47601.78,17,632,email,cpc,tablet,United Kingdom,New York
CLIENT_377132,SESSION_000392,20230711,3,4474.77,48542.94,33,1303,facebook,cpc,mobile,United States,London
CLIENT_421191,SESSION_000393,20230714,1,4929.0,27952.19,3,285,direct,email,tablet,United States,Stockholm
CLIENT_774790,SESSION_000394,20230714,1,1094.91,40202.11,27,170,referral,cpc,desktop,Sweden,Göteborg
CLIENT_835727,SESSION_000395,20230719,3,4689.99,38431.55,12,521,google,none,tablet,France,Stockholm
CLIENT_444110,SESSION_000396,20230710,3,2722.89,35418.52,4,767,direct,none,mobile,Germany,New York
CLIENT_101495,SESSION_000397,20230708,1,3248.98,43545.88,7,306,referral,none,mobile,United Kingdom,Göteborg
CLIENT_813409,SESSION_000398,20230705,3,3986.74,1892.75,28,1428,email,none,mobile,Germany,London
CLIENT_943823,SESSION_000399,20230714,1,301.64,22121.98,39,1055,referral,referral,desktop,United States,Malmö
CLIENT_370819,SESSION_000400,20230727,1,3421.85,1210.23,20,1211,direct,email,mobile,United Kingdom,Stockholm
CLIENT_881126,SESSION_000401,20230729,1,4001.16,11544.76,20,847,facebook,referral,mobile,Sweden,Stockholm
CLIENT_439270,SESSION_000402,20230703,1,1047.41,20290.02,29,1277,email,none,desktop,Sweden,New York
CLIENT_536171,SESSION_000403,20230717,1,1912.74,34305.72,25,358,referral,none,mobile,France,Göteborg
CLIENT_670252,SESSION_000404,20230726,3,4031.0,3376.0,35,995,direct,organic,mobile,France,Göteborg
CLIENT_293499,SESSION_000405,20230728,2,1093.97,27770.23,7,1543,google,referral,tablet,United States,New York
CLIENT_883878,SESSION_000406,20230719,3,238.66,19429.53,27,1199,google,referral,desktop,France,Stockholm
CLIENT_721226,SESSION_000407,20230701,2,1740.68,46988.78,11,54,google,cpc,tablet,Germany,London
CLIENT_383675,SESSION_000408,20230730,1,975.35,8419.0,43,1582,email,referral,mobile,France,New York
CLIENT_618207,SESSION_000409,20230716,1,3367.27,47616.39,24,1580,direct,email,desktop,Germany,Göteborg
CLIENT_643755,SESSION_000410,20230711,1,1910.39,24083.55,37,1226,direct,referral,desktop,United Kingdom,Stockholm
CLIENT_290113,SESSION_000411,20230703,3,1760.91,3730.29,46,1014,email,referral,desktop,United Kingdom,Malmö
CLIENT_928930,SESSION_000412,20230723,3,1620.27,46763.02,44,384,facebook,referral,mobile,United States,Stockholm
CLIENT_310896,SESSION_000413,20230702,1,4689.04,24023.25,27,172,direct,organic,tablet,Sweden,London
CLIENT_371855,SESSION_000414,20230725,1,1308.42,46405.03,28,346,referral,email,tablet,United States,Stockholm
CLIENT_230726,SESSION_000415,20230706,1,326.08,16087.22,43,1335,referral,none,mobile,United States,Göteborg
CLIENT_678531,SESSION_000416,20230723,2,1379.37,1189.38,39,1386,referral,cpc,desktop,Sweden,Göteborg
CLIENT_804091,SESSION_000417,20230727,2,4662.27,33463.4,27,1612,email,none,mobile,France,Stockholm
CLIENT_310696,SESSION_000418,20230722,2,2406.48,9537.95,49,1299,email,none,mobile,France,London
CLIENT_385004,SESSION_000419,20230716,2,4992.24,40912.07,33,489,direct,referral,mobile,Germany,New York
CLIENT_935535,SESSION_000420,20230730,1,775.85,35426.93,38,1514,email,organic,mobile,United Kingdom,Malmö
CLIENT_892557,SESSION_000421,20230721,2,4824.01,42659.71,16,681,facebook,referral,desktop,United States,Malmö
CLIENT_984277,SESSION_000422,20230724,3,804.8,30592.25,13,1541,direct,referral,tablet,Germany,New York
CLIENT_291704,SESSION_000423,20230711,3,4844.39,1215.82,38,1120,google,email,desktop,United States,Malmö
CLIENT_304289,SESSION_000424,20230727,1,1716.94,4078.69,18,1136,google,organic,desktop,France,Göteborg
CLIENT_969625,SESSION_000425,20230723,1,2202.76,8983.81,43,551,google,referral,mobile,France,New York
CLIENT_560764,SESSION_000426,20230710,2,1136.14,26816.63,22,1544,referral,cpc,mobile,Germany,London
CLIENT_935684,SESSION_000427,20230710,1,1246.63,33890.57,32,345,google,none,mobile,Sweden,London
CLIENT_652862,SESSION_000428,20230716,1,2574.61,16581.93,19,296,referral,email,mobile,United Kingdom,Göteborg
CLIENT_961073,SESSION_000429,20230701,2,1047.82,36733.84,14,255,google,referral,desktop,Sweden,Göteborg
CLIENT_992312,SESSION_000430,20230715,2,2908.67,49846.22,11,848,facebook,none,desktop,Sweden,Stockholm
CLIENT_578490,SESSION_000431,20230707,2,4659.77,25075.42,41,212,google,none,mobile,United States,Stockholm
CLIENT_937179,SESSION_000432,20230731,1,3185.96,42890.4,34,1546,referral,organic,desktop,United States,Stockholm
CLIENT_753232,SESSION_000433,20230722,3,3703.19,42289.46,8,315,google,organic,desktop,Sweden,Stockholm
CLIENT_888343,SESSION_000434,20230727,3,2792.24,15010.62,13,1451,facebook,referral,desktop,France,Göteborg
CLIENT_817168,SESSION_000435,20230702,3,105.5,49201.86,35,108,google,email,desktop,Sweden,Malmö
CLIENT_220988,SESSION_000436,20230702,2,1840.78,48124.25,50,437,google,none,desktop,United Kingdom,Göteborg
CLIENT_377048,SESSION_000437,20230701,1,1699.81,11632.75,43,1318,direct,referral,tablet,France,Stockholm
CLIENT_689457,SESSION_000438,20230722,3,4766.99,18388.47,17,1624,email,referral,tablet,United Kingdom,New York
CLIENT_498487,SESSION_000439,20230705,1,1534.44,27579.12,22,865,direct,referral,desktop,Sweden,Göteborg
CLIENT_980821,SESSION_000440,20230725,1,1832.29,40783.49,9,1255,direct,organic,tablet,Germany,Malmö
CLIENT_768133,SESSION_000441,20230715,1,2481.56,39719.05,14,665,referral,cpc,mobile,France,New York
CLIENT_584923,SESSION_000442,20230722,3,4440.69,37525.01,45,64,google,referral,mobile,United States,Stockholm
CLIENT_341481,SESSION_000443,20230707,1,1713.48,20416.95,38,1779,referral,organic,tablet,France,New York
CLIENT_145777,SESSION_000444,20230702,1,4655.52,14802.85,26,314,google,none,desktop,United States,Malmö
CLIENT_672120,SESSION_000445,20230725,1,2822.72,46569.46,29,136,google,none,mobile,Sweden,Göteborg
CLIENT_543414,SESSION_000446,20230706,1,570.44,28468.37,35,1102,facebook,cpc,tablet,United States,London
CLIENT_171060,SESSION_000447,20230729,1,2239.69,30596.02,37,1656,direct,none,desktop,France,London
CLIENT_212865,SESSION_000448,20230721,1,2462.22,34387.78,31,497,facebook,cpc,tablet,United Kingdom,London
CLIENT_261829,SESSION_000449,20230712,3,2611.29,5029.25,23,389,google,organic,mobile,France,Göteborg
CLIENT_810294,SESSION_000450,20230731,1,3419.5,3382.67,23,213,email,cpc,mobile,France,Stockholm
CLIENT_267746,SESSION_000451,20230731,1,4035.87,18796.95,16,722,facebook,referral,desktop,Sweden,London
CLIENT_942582,SESSION_000452,20230720,1,4903.82,9172.49,20,1164,referral,cpc,mobile,United States,Malmö
CLIENT_874157,SESSION_000453,20230711,1,3597.48,21731.16,39,331,referral,cpc,mobile,United Kingdom,New York
CLIENT_115498,SESSION_000454,20230711,3,2026.22,16423.11,23,677,google,none,desktop,France,Malmö
CLIENT_499523,SESSION_000455,20230706,3,1086.8,43109.12,35,1214,facebook,organic,desktop,France,New York
CLIENT_231275,SESSION_000456,20230731,1,3883.74,36104.33,4,416,direct,cpc,tablet,Sweden,New York
CLIENT_163271,SESSION_000457,20230729,1,1771.2,35599.65,16,1539,direct,referral,desktop,Sweden,London
CLIENT_630965,SESSION_000458,20230704,1,3899.13,31377.39,44,425,email,email,mobile,United Kingdom,Göteborg
CLIENT_103218,SESSION_000459,20230729,1,3989.96,41808.84,5,872,direct,organic,tablet,United Kingdom,Malmö
CLIENT_482243,SESSION_000460,20230710,1,2358.63,39687.79,25,999,email,referral,mobile,France,Stockholm
CLIENT_351344,SESSION_000461,20230722,2,2548.85,6359.78,20,260,referral,organic,mobile,Sweden,Malmö
CLIENT_384194,SESSION_000462,20230726,2,4108.48,14544.47,37,696,direct,none,tablet,France,London
CLIENT_571800,SESSION_000463,20230729,1,378.81,31725.89,40,1744,email,email,mobile,United Kingdom,New York
CLIENT_539527,SESSION_000464,20230712,1,1611.47,46805.97,42,752,google,none,mobile,Germany,London
CLIENT_856944,SESSION_000465,20230721,1,3165.28,22582.98,14,890,google,email,mobile,United Kingdom,London
CLIENT_694512,SESSION_000466,20230707,1,4952.96,2345.66,36,648,email,none,desktop,France,Stockholm
CLIENT_739636,SESSION_000467,20230722,1,1011.99,9916.24,47,694,google,cpc,desktop,United Kingdom,New York
CLIENT_610312,SESSION_000468,20230710,1,4191.28,37904.92,25,498,google,referral,desktop,Sweden,Stockholm
CLIENT_870664,SESSION_000469,20230719,1,3374.27,19409.97,5,1671,referral,cpc,tablet,United Kingdom,New York
CLIENT_110100,SESSION_000470,20230710,3,4942.6,36126.9,24,1101,email,referral,tablet,United States,New York
CLIENT_283003,SESSION_000471,20230709,2,669.39,10618.68,12,1475,facebook,organic,mobile,United States,New York
CLIENT_487075,SESSION_000472,20230715,2,807.52,13516.25,32,410,facebook,cpc,tablet,Sweden,New York
CLIENT_464870,SESSION_000473,20230731,1,831.37,2367.46,17,292,email,organic,mobile,United States,New York
CLIENT_441466,SESSION_000474,20230702,1,2984.79,24649.09,10,1052,facebook,none,tablet,United Kingdom,Göteborg
CLIENT_848465,SESSION_000475,20230718,1,1169.57,22505.38,5,1792,direct,organic,mobile,Sweden,Stockholm
CLIENT_572998,SESSION_000476,20230715,1,1823.49,18881.61,45,1230,referral,referral,mobile,Sweden,Göteborg
CLIENT_180942,SESSION_000477,20230724,1,1013.88,37830.21,48,1142,email,referral,mobile,Germany,London
CLIENT_373171,SESSION_000478,20230722,1,3348.52,19161.12,40,1149,google,organic,mobile,United Kingdom,Stockholm
CLIENT_377064,SESSION_000479,20230714,1,4809.06,33463.7,29,284,referral,none,tablet,United States,Malmö
CLIENT_818497,SESSION_000480,20230724,1,1407.99,25189.2,40,326,direct,none,desktop,United Kingdom,Malmö
CLIENT_840842,SESSION_000481,20230714,1,3983.77,38332.22,33,1111,email,referral,desktop,United States,Stockholm
CLIENT_856329,SESSION_000482,20230731,3,3301.93,34404.95,19,604,google,referral,desktop,United Kingdom,Stockholm
CLIENT_982810,SESSION_000483,20230706,2,4052.14,22048.66,36,699,facebook,email,mobile,Germany,London
CLIENT_513668,SESSION_000484,20230717,1,1800.17,44778.6,40,764,referral,referral,desktop,France,Malmö
CLIENT_937890,SESSION_000485,20230718,1,2869.26,7946.46,29,1660,google,none,tablet,France,New York
CLIENT_356513,SESSION_000486,20230709,1,2582.4,37140.45,23,794,referral,none,desktop,Sweden,Göteborg
CLIENT_774787,SESSION_000487,20230725,3,4017.82,5268.23,12,1563,email,cpc,mobile,Germany,New York
CLIENT_704566,SESSION_000488,20230718,1,4256.93,45190.5,6,1771,google,referral,mobile,Sweden,Malmö
CLIENT_112549,SESSION_000489,20230720,2,2989.41,27609.42,9,1048,google,organic,desktop,Germany,New York
CLIENT_230551,SESSION_000490,20230715,1,1766.62,42002.61,33,416,direct,cpc,desktop,Germany,Malmö
CLIENT_180648,SESSION_000491,20230706,1,2053.28,18915.45,41,964,referral,referral,tablet,Sweden,Göteborg
CLIENT_984242,SESSION_000492,20230709,3,106.96,31503.15,41,81,email,referral,tablet,Sweden,London
CLIENT_546570,SESSION_000493,20230702,1,4925.96,36426.21,24,805,facebook,email,desktop,Germany,Stockholm
CLIENT_144007,SESSION_000494,20230712,3,1355.18,9901.72,6,572,direct,none,mobile,France,New York
CLIENT_801150,SESSION_000495,20230711,1,3923.24,25362.54,40,107,facebook,organic,tablet,United Kingdom,Stockholm
CLIENT_888310,SESSION_000496,20230729,1,4845.9,2050.86,41,118,email,referral,desktop,Germany,New York
CLIENT_807550,SESSION_000497,20230722,1,1186.46,38285.42,10,1126,facebook,none,desktop,Sweden,London
CLIENT_170640,SESSION_000498,20230720,3,108.75,12345.57,40,1224,google,none,desktop,United Kingdom,Stockholm
CLIENT_827452,SESSION_000499,20230716,3,4872.24,29218.48,23,522,email,organic,mobile,Germany,London
