service_date,trip_distance,fare_amount_sek,total_amount_sek,payment_type,passenger_count
2023-06-14,9.66,1608.95,1921.2,Cash,4
2023-07-01,12.18,1911.8,2014.07,Credit Card,2
2023-07-01,23.75,3299.44,3860.15,Cash,3
2023-06-12,4.26,960.76,1007.12,Credit Card,1
2023-06-05,23.81,3306.85,4005.61,Mobile Payment,4
2023-06-16,11.33,1809.68,2186.79,Mobile Payment,2
2023-06-11,11.28,1803.84,1969.62,Credit Card,4
2023-06-30,14.3,2165.49,2564.1,Cash,3
2023-06-06,20.04,2854.43,2978.33,Credit Card,2
2023-06-25,6.5,1229.7,1459.87,Cash,2
2023-06-03,20.22,2875.86,2931.85,Cash,3
2023-06-26,9.42,1579.95,1836.68,Cash,2
2023-06-08,8.2,1434.4,1494.53,Credit Card,2
2023-06-26,5.34,1091.31,1123.44,Mobile Payment,3
2023-06-23,9.0,1529.51,1844.05,Cash,2
2023-06-08,14.29,2164.46,2440.8,Credit Card,4
2023-06-07,21.25,2999.49,3732.37,Credit Card,2
2023-06-01,11.3,1806.58,1843.5,Credit Card,1
2023-06-18,11.14,1786.83,2158.14,Cash,2
2023-06-16,13.64,2086.68,2302.05,Cash,2
2023-06-12,20.68,2931.68,3001.42,Cash,2
2023-06-09,23.91,3319.76,3750.76,Credit Card,4
2023-06-15,14.21,2155.54,2406.21,Cash,2
2023-06-07,14.96,2245.12,2679.08,Credit Card,3
2023-06-28,23.15,3228.49,3335.2,Mobile Payment,3
2023-06-16,9.58,1599.31,1612.54,Cash,3
2023-06-23,1.98,687.09,800.21,Credit Card,4
2023-06-23,6.42,1220.57,1367.44,Cash,3
2023-06-01,1.2,593.76,715.68,Mobile Payment,2
2023-06-13,23.7,3294.2,3633.34,Credit Card,3
2023-06-04,15.33,2289.71,2508.24,Credit Card,1
2023-06-05,6.88,1275.81,1278.87,Credit Card,2
2023-06-09,0.88,555.22,634.42,Cash,1
2023-06-04,5.0,1049.54,1212.0,Credit Card,2
2023-06-21,20.77,2942.07,3350.48,Mobile Payment,1
2023-06-11,16.56,2437.28,2904.48,Cash,1
2023-06-28,22.23,3117.92,3667.47,Credit Card,3
2023-06-20,5.06,1057.69,1255.27,Credit Card,2
2023-06-05,1.98,687.15,791.78,Mobile Payment,4
2023-06-24,2.0,689.99,779.04,Cash,4
2023-06-14,6.59,1240.55,1422.4,Mobile Payment,1
2023-06-18,8.64,1486.94,1677.54,Cash,3
2023-06-20,23.71,3294.81,3755.69,Cash,2
2023-06-28,9.02,1532.5,1863.81,Credit Card,1
2023-06-01,1.75,660.24,763.81,Mobile Payment,3
2023-06-09,9.04,1535.34,1582.6,Cash,4
2023-06-13,20.78,2944.0,3495.3,Cash,3
2023-06-02,8.09,1421.32,1583.13,Mobile Payment,4
2023-06-23,13.93,2122.17,2510.4,Mobile Payment,1
2023-06-24,16.52,2432.56,2677.25,Mobile Payment,1
2023-06-07,12.85,1992.25,2373.91,Cash,3
2023-06-26,7.93,1401.74,1616.38,Credit Card,4
2023-06-24,5.12,1064.8,1317.96,Credit Card,4
2023-06-11,9.59,1600.45,1709.53,Credit Card,3
2023-06-06,19.13,2745.88,3241.94,Cash,4
2023-06-23,16.57,2438.3,2813.78,Cash,3
2023-06-03,11.82,1868.0,2052.61,Credit Card,4
2023-06-30,6.55,1235.59,1488.69,Mobile Payment,4
2023-06-29,6.25,1200.42,1484.55,Cash,1
2023-06-12,5.65,1128.04,1274.68,Cash,3
2023-06-12,16.26,2400.85,2870.19,Cash,3
2023-06-09,9.66,1609.04,1640.25,Credit Card,2
2023-06-12,11.95,1884.37,2069.77,Cash,1
2023-06-14,1.56,637.7,725.3,Mobile Payment,1
2023-06-01,11.81,1867.31,1867.52,Cash,2
2023-06-04,19.59,2801.01,2875.79,Mobile Payment,3
2023-06-08,6.45,1223.6,1466.1,Credit Card,2
2023-06-16,5.61,1123.36,1294.4,Mobile Payment,3
2023-06-05,3.03,813.79,948.88,Credit Card,3
2023-06-07,7.34,1330.81,1445.34,Mobile Payment,3
2023-06-27,0.72,536.61,594.04,Credit Card,2
2023-06-28,23.29,3244.72,3844.87,Cash,3
2023-06-13,8.75,1500.59,1702.84,Cash,3
2023-06-26,15.23,2277.1,2817.67,Cash,1
2023-06-04,18.32,2647.92,2846.26,Mobile Payment,3
2023-06-12,24.39,3376.38,3895.61,Cash,4
2023-06-05,19.13,2745.58,3100.72,Mobile Payment,1
2023-06-13,13.22,2036.58,2494.8,Credit Card,1
2023-06-15,21.76,3060.95,3479.51,Mobile Payment,4
2023-06-28,11.06,1777.3,2031.83,Cash,1
2023-06-11,19.69,2813.15,3212.67,Cash,1
2023-06-01,5.04,1054.53,1300.84,Cash,4
2023-06-02,21.19,2992.48,3042.96,Credit Card,2
2023-06-12,23.63,3285.46,3381.2,Mobile Payment,2
2023-07-01,23.39,3257.09,3442.95,Cash,4
2023-06-02,12.34,1930.45,2384.5,Mobile Payment,2
2023-06-12,23.77,3302.52,3676.91,Mobile Payment,4
2023-06-23,12.78,1983.44,2008.16,Credit Card,2
2023-06-10,9.44,1582.69,1627.76,Mobile Payment,1
2023-06-15,3.97,926.07,1064.2,Mobile Payment,2
2023-06-05,4.59,1000.3,1116.74,Credit Card,3
2023-06-13,10.25,1680.58,2034.31,Credit Card,1
2023-06-10,19.03,2733.94,3319.43,Cash,1
2023-06-18,14.27,2162.09,2416.21,Mobile Payment,1
2023-06-01,2.61,762.86,765.02,Credit Card,4
2023-06-30,7.53,1353.68,1370.22,Credit Card,3
2023-06-14,10.99,1768.2,1859.87,Cash,2
2023-06-13,24.84,3431.18,4152.4,Mobile Payment,2
2023-06-22,7.23,1317.24,1351.56,Credit Card,4
2023-06-22,19.83,2830.14,3323.17,Cash,1
2023-06-14,8.32,1448.58,1731.02,Credit Card,1
2023-06-02,11.3,1805.83,2039.28,Credit Card,2
2023-06-02,21.08,2979.23,3668.01,Cash,3
2023-06-27,10.43,1701.44,1871.99,Credit Card,2
2023-06-16,2.46,745.16,904.14,Credit Card,1
2023-06-24,17.53,2553.88,2756.15,Cash,3
2023-06-23,20.92,2960.69,3034.99,Mobile Payment,2
2023-06-24,16.36,2413.24,2796.73,Cash,3
2023-06-04,23.71,3294.9,3373.94,Cash,1
2023-06-04,4.33,969.5,971.64,Credit Card,4
2023-06-21,7.06,1297.09,1497.55,Mobile Payment,3
2023-06-01,23.52,3272.54,3937.25,Credit Card,2
2023-06-09,19.83,2829.62,3240.66,Mobile Payment,3
2023-06-09,11.29,1805.27,2101.45,Cash,1
2023-06-20,20.03,2854.08,2910.19,Cash,2
2023-06-10,19.45,2784.07,3101.98,Mobile Payment,3
2023-07-01,11.59,1840.64,2029.93,Credit Card,3
2023-06-10,23.18,3231.53,3824.02,Cash,4
2023-06-21,2.98,807.79,959.19,Mobile Payment,1
2023-06-23,20.97,2966.68,3452.13,Mobile Payment,4
2023-06-11,4.18,952.11,1117.29,Credit Card,1
2023-06-13,11.77,1862.11,1901.75,Mobile Payment,4
2023-06-13,23.61,3282.83,3534.59,Credit Card,1
2023-06-11,14.25,2159.95,2341.61,Credit Card,2
2023-06-09,24.8,3426.02,3572.47,Cash,1
2023-06-09,6.6,1241.63,1335.24,Cash,4
2023-06-07,23.71,3295.28,3820.35,Cash,1
2023-06-16,21.86,3073.26,3169.61,Credit Card,2
2023-06-27,12.71,1974.98,2322.91,Mobile Payment,4
2023-06-13,7.92,1400.23,1539.68,Mobile Payment,1
2023-06-09,19.33,2769.47,3119.95,Credit Card,1
2023-06-25,7.42,1339.94,1594.93,Credit Card,4
2023-06-12,21.56,3036.65,3142.28,Cash,4
2023-06-03,11.83,1869.73,1915.84,Mobile Payment,3
2023-06-30,17.28,2523.19,2591.24,Mobile Payment,4
2023-06-06,23.38,3255.91,3473.88,Credit Card,2
2023-06-27,0.54,515.22,626.02,Mobile Payment,4
2023-06-25,10.32,1687.81,1749.36,Mobile Payment,2
2023-06-09,19.94,2842.74,3346.3,Cash,2
2023-06-12,8.43,1461.87,1784.77,Cash,1
2023-06-05,17.15,2507.4,2951.19,Credit Card,2
2023-06-24,18.63,2686.08,2930.18,Mobile Payment,1
2023-06-23,20.16,2868.65,3318.48,Cash,3
2023-06-25,1.73,657.16,673.93,Cash,1
2023-06-23,2.42,740.23,856.24,Mobile Payment,2
2023-06-08,2.7,773.47,906.58,Credit Card,1
2023-06-11,20.87,2954.06,3452.45,Cash,2
2023-06-07,20.12,2864.67,2906.38,Mobile Payment,1
2023-06-06,18.17,2630.08,2777.65,Cash,1
2023-06-06,21.02,2972.52,3311.49,Mobile Payment,3
2023-06-22,14.25,2160.34,2214.11,Mobile Payment,4
2023-06-26,23.34,3251.08,3588.62,Mobile Payment,3
2023-07-01,9.89,1636.7,2008.01,Cash,1
2023-06-01,7.19,1312.41,1600.74,Credit Card,2
2023-06-25,0.86,552.99,681.29,Credit Card,3
2023-06-10,14.89,2236.73,2312.78,Cash,4
2023-06-30,10.65,1728.32,1996.77,Credit Card,2
2023-06-17,19.73,2817.19,2878.0,Cash,2
2023-06-17,20.05,2855.41,3149.78,Credit Card,3
2023-06-09,18.99,2729.39,2747.86,Mobile Payment,3
2023-06-18,0.76,541.29,607.65,Cash,3
2023-06-07,13.88,2115.85,2384.97,Credit Card,1
2023-06-08,14.54,2194.64,2735.09,Cash,1
2023-06-15,14.54,2194.93,2321.36,Credit Card,4
2023-06-19,6.88,1275.7,1534.05,Mobile Payment,2
2023-06-25,19.18,2751.24,2991.5,Cash,4
2023-06-16,6.68,1251.87,1260.13,Mobile Payment,2
2023-06-09,11.33,1809.71,2065.9,Credit Card,4
2023-06-25,6.18,1191.84,1218.81,Mobile Payment,4
2023-06-13,11.49,1828.94,1829.1,Mobile Payment,4
2023-06-28,1.1,582.57,706.17,Credit Card,4
2023-06-20,8.35,1452.03,1634.68,Credit Card,4
2023-06-19,18.54,2674.9,3011.46,Credit Card,3
2023-06-10,13.39,2056.75,2497.42,Credit Card,4
2023-06-16,10.38,1695.46,1861.36,Credit Card,4
2023-06-07,11.84,1870.92,2232.61,Credit Card,1
2023-06-19,7.68,1371.68,1468.86,Cash,1
2023-06-21,12.45,1944.38,2234.39,Cash,3
2023-06-26,24.45,3384.44,3683.71,Credit Card,1
2023-06-05,9.09,1541.34,1756.02,Mobile Payment,2
2023-06-21,15.44,2302.77,2525.76,Mobile Payment,1
2023-06-26,24.65,3407.75,3606.02,Cash,3
2023-06-06,19.18,2751.73,2808.34,Mobile Payment,4
2023-06-12,1.81,667.64,717.66,Credit Card,3
2023-06-10,12.02,1891.96,2222.18,Cash,1
2023-06-25,17.57,2557.83,3162.82,Mobile Payment,2
2023-06-21,1.82,668.74,680.93,Credit Card,1
2023-06-06,7.02,1292.73,1334.62,Cash,3
2023-06-27,13.35,2051.52,2524.85,Cash,3
2023-06-03,2.53,754.16,940.52,Cash,4
2023-06-06,13.46,2065.28,2383.12,Mobile Payment,2
2023-06-20,20.28,2884.17,3102.0,Credit Card,3
2023-06-13,0.65,527.55,591.66,Mobile Payment,1
2023-06-14,20.74,2938.62,3387.6,Mobile Payment,2
2023-06-29,1.78,663.17,743.94,Mobile Payment,1
2023-06-11,24.72,3416.74,4079.16,Mobile Payment,1
2023-06-10,20.71,2935.17,3019.0,Mobile Payment,1
2023-06-12,21.5,3030.37,3171.1,Cash,2
2023-06-13,24.89,3436.37,4204.39,Mobile Payment,4
2023-06-17,7.52,1352.9,1385.8,Cash,3
2023-06-13,12.97,2006.46,2303.48,Mobile Payment,2
2023-06-07,2.81,787.45,851.81,Mobile Payment,2
2023-06-03,2.99,809.39,839.11,Cash,1
2023-06-25,22.28,3123.39,3873.73,Mobile Payment,1
2023-06-22,15.05,2255.83,2343.57,Credit Card,2
2023-06-17,7.26,1320.87,1570.6,Cash,1
2023-06-29,14.87,2234.39,2693.44,Cash,4
2023-06-25,14.08,2139.36,2526.24,Credit Card,2
2023-06-18,21.8,3065.5,3161.27,Credit Card,3
2023-06-12,6.3,1206.19,1231.15,Mobile Payment,4
2023-06-19,19.24,2758.34,3213.09,Cash,2
2023-06-28,5.34,1091.09,1103.71,Cash,2
2023-06-05,6.17,1190.0,1375.43,Cash,2
2023-06-19,3.83,909.49,1073.86,Credit Card,4
2023-06-21,22.62,3164.95,3396.27,Mobile Payment,3
2023-06-03,17.67,2570.63,2805.18,Credit Card,4
2023-06-29,16.28,2404.14,2436.04,Credit Card,1
2023-06-08,2.72,776.12,830.7,Cash,2
2023-06-04,8.77,1502.55,1579.68,Mobile Payment,3
2023-06-16,11.11,1783.53,2218.95,Credit Card,3
2023-06-28,7.83,1389.5,1654.0,Mobile Payment,4
2023-06-20,10.31,1687.78,1693.11,Mobile Payment,4
2023-06-05,7.97,1406.81,1681.44,Credit Card,4
2023-06-05,19.94,2843.04,2870.45,Mobile Payment,3
2023-06-10,5.11,1062.84,1178.58,Credit Card,2
2023-06-09,10.34,1690.77,2058.98,Mobile Payment,4
2023-06-25,15.49,2308.92,2314.86,Mobile Payment,4
2023-06-25,1.42,620.26,732.51,Mobile Payment,2
2023-06-21,5.54,1114.66,1256.72,Cash,1
2023-06-06,5.29,1085.33,1258.62,Cash,1
2023-06-26,13.21,2035.02,2377.51,Mobile Payment,3
2023-06-18,10.9,1758.56,1839.4,Credit Card,1
2023-06-16,20.19,2873.12,3250.49,Credit Card,4
2023-06-05,11.41,1819.02,2011.04,Credit Card,3
2023-06-23,13.88,2115.35,2388.83,Credit Card,1
2023-06-07,21.26,3000.72,3485.52,Credit Card,4
2023-06-24,24.88,3436.17,3580.39,Credit Card,2
2023-06-18,5.56,1117.38,1361.62,Mobile Payment,4
2023-06-25,14.37,2174.32,2578.48,Cash,4
2023-06-06,24.08,3339.02,4113.37,Credit Card,3
2023-06-12,22.63,3165.05,3883.69,Mobile Payment,2
2023-06-15,22.24,3118.69,3383.21,Credit Card,1
2023-06-13,21.94,3082.88,3520.32,Mobile Payment,4
2023-06-16,2.97,806.6,943.9,Mobile Payment,1
2023-06-06,5.75,1140.43,1356.65,Mobile Payment,3
2023-06-02,16.92,2480.4,2612.94,Mobile Payment,2
2023-06-15,7.52,1352.84,1538.0,Cash,3
2023-06-24,16.26,2400.65,2812.59,Mobile Payment,3
2023-06-05,5.03,1053.83,1083.97,Mobile Payment,1
2023-06-23,9.02,1532.51,1569.12,Cash,1
2023-06-01,18.88,2715.88,3128.21,Credit Card,1
2023-06-03,15.48,2308.03,2603.75,Mobile Payment,1
2023-06-03,8.27,1442.63,1795.92,Credit Card,4
2023-06-02,9.83,1629.78,1828.61,Cash,4
2023-06-23,20.36,2892.6,3226.81,Credit Card,1
2023-06-30,0.53,513.25,591.03,Mobile Payment,4
2023-06-29,11.2,1793.5,1885.76,Mobile Payment,3
2023-06-25,23.41,3258.79,3657.72,Credit Card,2
2023-06-02,21.78,3063.74,3669.82,Mobile Payment,1
2023-06-21,1.38,615.79,646.29,Mobile Payment,1
2023-06-08,6.25,1199.91,1224.66,Cash,1
2023-06-30,5.15,1068.49,1114.21,Mobile Payment,1
2023-06-30,7.45,1343.73,1638.08,Credit Card,2
2023-06-11,24.33,3369.97,4065.43,Mobile Payment,1
2023-06-08,0.67,530.69,539.6,Credit Card,1
2023-06-20,0.65,527.91,567.11,Cash,1
2023-06-26,23.09,3220.84,3880.15,Credit Card,3
2023-06-20,21.67,3050.01,3260.84,Mobile Payment,4
2023-06-12,11.0,1770.38,2192.97,Credit Card,1
2023-06-14,21.93,3082.17,3445.87,Cash,1
2023-06-26,4.95,1043.44,1148.75,Cash,1
2023-06-03,24.09,3340.79,3783.76,Mobile Payment,1
2023-06-23,1.84,670.39,716.71,Mobile Payment,1
2023-06-24,10.43,1701.15,1971.5,Credit Card,2
2023-06-23,4.62,1004.7,1066.71,Mobile Payment,4
2023-06-16,18.76,2701.66,2994.03,Credit Card,2
2023-06-03,16.51,2430.77,2705.02,Credit Card,4
2023-06-02,21.27,3002.57,3439.76,Cash,2
2023-06-10,2.26,720.98,797.91,Credit Card,4
2023-06-24,3.39,857.25,999.63,Cash,1
2023-06-30,8.27,1441.96,1484.9,Credit Card,2
2023-07-01,5.15,1067.62,1173.89,Cash,1
2023-06-23,12.04,1894.72,2322.37,Credit Card,1
2023-06-09,19.89,2836.56,3485.72,Credit Card,4
2023-06-02,20.28,2883.85,3591.19,Credit Card,1
2023-06-28,22.65,3168.54,3200.07,Mobile Payment,2
2023-06-02,5.92,1160.95,1163.76,Credit Card,3
2023-06-14,15.25,2280.19,2537.18,Credit Card,1
2023-06-21,20.28,2883.02,3469.09,Mobile Payment,3
2023-06-19,15.14,2266.96,2559.23,Mobile Payment,3
2023-06-08,13.65,2088.56,2149.01,Mobile Payment,2
2023-06-15,18.67,2689.83,3307.85,Credit Card,1
2023-06-04,21.65,3048.19,3773.1,Credit Card,1
2023-07-01,13.57,2078.23,2203.26,Cash,1
2023-06-05,8.73,1497.36,1853.95,Mobile Payment,2
2023-06-28,15.31,2287.19,2503.02,Mobile Payment,4
2023-06-06,23.36,3253.47,3749.33,Cash,4
2023-06-27,21.97,3086.2,3465.22,Credit Card,4
2023-06-21,14.28,2163.94,2674.13,Credit Card,2
2023-06-07,6.43,1221.01,1221.38,Credit Card,2
2023-06-21,21.78,3063.16,3560.95,Mobile Payment,2
2023-06-20,7.34,1330.23,1624.87,Cash,2
2023-06-06,2.37,734.08,809.14,Credit Card,3
2023-06-16,5.23,1077.52,1080.77,Credit Card,4
2023-06-27,10.73,1738.05,2119.21,Cash,2
2023-06-22,19.17,2750.01,3150.24,Cash,4
2023-06-25,24.01,3331.53,3800.63,Credit Card,2
2023-06-15,23.98,3327.61,4004.6,Mobile Payment,2
2023-06-05,12.94,2003.11,2322.06,Credit Card,1
2023-06-30,12.71,1975.34,2056.33,Credit Card,1
2023-06-23,3.47,865.87,930.54,Cash,1
2023-06-27,18.48,2667.34,3297.13,Mobile Payment,4
2023-06-10,18.37,2654.13,2745.7,Credit Card,3
2023-06-18,11.52,1832.84,2160.33,Cash,2
2023-06-18,19.05,2736.28,2899.39,Credit Card,1
2023-06-17,14.71,2214.88,2763.88,Mobile Payment,2
2023-06-20,15.6,2321.97,2898.68,Credit Card,3
2023-06-21,3.67,890.21,1051.96,Cash,2
2023-06-14,20.42,2900.11,3539.51,Credit Card,2
2023-06-07,21.78,3063.89,3766.71,Credit Card,2
2023-06-16,16.48,2428.17,2600.82,Credit Card,2
2023-06-28,7.99,1408.95,1642.27,Cash,1
2023-06-03,5.3,1086.59,1281.84,Mobile Payment,4
2023-07-01,14.99,2248.93,2693.07,Cash,1
2023-06-16,23.4,3258.36,3961.02,Cash,3
2023-06-02,5.12,1063.95,1267.26,Mobile Payment,4
2023-06-28,1.36,613.5,627.93,Mobile Payment,3
2023-06-09,22.6,3161.68,3754.48,Cash,2
2023-06-21,15.03,2253.89,2504.59,Credit Card,1
2023-06-01,16.21,2394.97,2650.67,Mobile Payment,4
2023-06-24,14.3,2166.33,2200.56,Credit Card,2
2023-06-14,12.6,1961.56,2280.17,Mobile Payment,3
2023-06-27,2.15,708.52,792.04,Mobile Payment,2
2023-06-27,14.72,2216.85,2242.08,Credit Card,3
2023-06-04,18.34,2651.27,2701.12,Credit Card,2
2023-06-25,15.15,2267.98,2803.16,Credit Card,4
2023-06-20,18.6,2682.52,3262.67,Credit Card,4
2023-06-16,18.86,2713.7,3111.55,Credit Card,1
2023-06-22,6.22,1196.92,1492.2,Credit Card,3
2023-06-05,10.78,1743.66,2125.05,Cash,4
2023-06-02,21.18,2991.39,3129.77,Credit Card,3
2023-06-10,16.09,2380.54,2726.92,Mobile Payment,3
2023-06-13,15.24,2278.56,2707.77,Credit Card,3
2023-06-02,1.33,610.02,702.3,Cash,2
2023-06-30,10.71,1735.41,1795.8,Credit Card,2
2023-06-07,20.07,2857.81,3382.06,Cash,2
2023-06-09,20.65,2928.47,3570.33,Mobile Payment,2
2023-06-20,2.45,744.47,755.17,Mobile Payment,4
2023-06-14,10.41,1699.41,1996.42,Mobile Payment,1
2023-06-08,22.57,3158.76,3544.13,Cash,4
2023-06-08,23.99,3328.92,3871.08,Cash,3
2023-06-26,24.13,3345.29,4140.63,Cash,2
2023-06-18,10.12,1664.95,2030.21,Credit Card,1
2023-06-05,9.98,1647.65,1874.02,Credit Card,4
2023-06-04,6.43,1221.12,1314.15,Cash,1
2023-06-30,21.03,2973.6,3579.12,Cash,4
2023-06-01,14.34,2171.3,2356.69,Mobile Payment,4
2023-06-30,2.27,722.35,883.35,Cash,4
2023-06-01,24.3,3365.68,3956.34,Mobile Payment,4
2023-06-05,4.03,933.2,1153.69,Credit Card,2
2023-06-30,23.71,3294.95,4078.17,Cash,3
2023-06-21,12.26,1921.23,2368.48,Mobile Payment,4
2023-07-01,6.13,1185.62,1397.15,Cash,4
2023-06-28,12.0,1889.91,2060.02,Mobile Payment,3
2023-06-18,5.26,1081.76,1341.21,Credit Card,3
2023-06-26,8.12,1423.81,1528.72,Cash,1
2023-06-30,21.54,3035.22,3391.99,Credit Card,4
2023-06-26,3.28,844.05,882.84,Cash,2
2023-06-23,15.64,2326.35,2520.96,Mobile Payment,4
2023-06-23,6.71,1255.47,1546.55,Cash,2
2023-06-22,10.0,1650.48,1700.1,Cash,3
2023-06-29,24.73,3417.34,3693.44,Credit Card,4
2023-06-17,24.43,3381.3,3580.82,Credit Card,1
2023-06-18,6.06,1177.34,1228.42,Credit Card,2
2023-07-01,13.61,2083.27,2529.65,Mobile Payment,3
2023-06-07,21.11,2983.43,3100.35,Credit Card,4
2023-06-08,10.87,1754.7,2062.83,Mobile Payment,1
2023-06-19,10.36,1693.11,1931.64,Cash,3
2023-06-10,18.35,2652.45,3052.26,Mobile Payment,4
2023-06-24,10.04,1654.36,1823.92,Credit Card,3
2023-06-05,10.23,1677.11,1824.71,Credit Card,2
2023-06-20,11.81,1867.05,2247.35,Credit Card,1
2023-06-28,3.33,850.15,860.32,Cash,1
2023-06-13,10.31,1687.37,2017.94,Credit Card,4
2023-06-21,3.98,927.45,1013.41,Mobile Payment,4
2023-06-24,13.96,2124.99,2421.1,Mobile Payment,4
2023-06-01,15.21,2275.57,2575.12,Mobile Payment,1
2023-06-15,24.09,3340.43,3817.81,Cash,4
2023-06-18,3.66,889.55,1111.42,Cash,3
2023-06-04,9.46,1585.18,1596.34,Credit Card,3
2023-06-10,20.77,2942.94,3600.4,Mobile Payment,4
2023-06-27,14.59,2200.57,2651.63,Credit Card,2
2023-06-13,23.08,3219.9,3342.69,Mobile Payment,3
2023-07-01,19.06,2736.82,3385.73,Cash,3
2023-06-05,17.67,2570.88,3120.38,Mobile Payment,3
2023-06-23,14.15,2147.76,2318.8,Credit Card,3
2023-06-17,13.58,2080.08,2189.85,Credit Card,1
2023-06-18,11.93,1881.91,1997.0,Cash,2
2023-06-26,14.3,2166.38,2546.26,Mobile Payment,3
2023-06-20,20.75,2940.16,3673.92,Credit Card,4
2023-06-09,12.53,1953.91,2117.44,Credit Card,2
2023-06-18,16.2,2394.07,2884.82,Mobile Payment,2
2023-06-06,18.9,2717.7,2943.56,Mobile Payment,2
2023-06-27,14.33,2169.92,2581.75,Credit Card,1
2023-06-10,8.82,1507.91,1531.37,Credit Card,3
2023-06-23,21.1,2982.46,3595.08,Credit Card,1
2023-06-14,7.65,1367.53,1452.67,Credit Card,3
2023-06-30,3.17,830.48,882.7,Cash,1
2023-06-20,8.54,1474.71,1707.17,Credit Card,4
2023-06-23,8.56,1477.28,1604.47,Mobile Payment,2
2023-07-01,4.01,931.43,1037.1,Cash,3
2023-06-10,0.54,514.42,540.87,Mobile Payment,2
2023-06-05,13.31,2047.1,2122.34,Cash,1
2023-06-27,16.92,2480.26,2581.03,Mobile Payment,4
2023-06-02,19.04,2734.91,3368.38,Credit Card,4
2023-06-10,15.17,2270.64,2340.94,Credit Card,3
2023-06-05,6.01,1170.96,1463.59,Mobile Payment,2
2023-06-21,4.51,990.8,1052.52,Mobile Payment,2
2023-06-22,3.28,843.36,895.75,Mobile Payment,4
2023-06-19,9.35,1572.12,1927.36,Cash,3
2023-06-28,14.63,2205.33,2685.62,Cash,1
2023-06-27,7.53,1353.6,1475.39,Mobile Payment,3
2023-06-24,12.09,1900.34,1958.3,Cash,3
2023-06-04,18.99,2729.29,3208.82,Credit Card,2
2023-06-03,5.02,1052.14,1129.48,Cash,4
2023-06-22,1.54,635.39,646.45,Mobile Payment,2
2023-06-27,7.63,1365.37,1414.64,Cash,2
2023-06-19,4.88,1035.41,1177.87,Cash,1
2023-06-16,21.33,3009.98,3207.6,Cash,4
2023-06-27,18.95,2723.58,2847.52,Cash,1
2023-06-09,9.4,1578.4,1965.06,Cash,1
2023-06-18,23.33,3249.65,3433.06,Cash,4
2023-06-09,13.29,2044.45,2068.06,Credit Card,1
2023-06-26,0.57,518.4,534.83,Credit Card,2
2023-06-13,19.8,2825.76,3304.89,Credit Card,1
2023-06-14,2.22,716.97,723.52,Credit Card,3
2023-06-05,16.32,2408.82,3003.24,Cash,4
2023-06-15,8.17,1430.43,1753.17,Cash,3
2023-06-14,24.07,3338.2,3837.46,Mobile Payment,3
2023-06-22,20.12,2864.42,3127.21,Cash,2
2023-06-13,4.69,1012.48,1089.24,Credit Card,3
2023-06-29,5.99,1168.47,1376.05,Mobile Payment,2
2023-06-26,17.95,2604.08,3176.4,Mobile Payment,1
2023-06-04,11.47,1826.3,2182.09,Mobile Payment,4
2023-06-03,16.94,2483.37,2872.62,Mobile Payment,1
2023-06-17,11.48,1827.06,2014.09,Mobile Payment,4
2023-06-09,19.47,2786.6,3161.69,Credit Card,2
2023-06-12,21.48,3028.01,3184.76,Credit Card,3
2023-06-10,18.28,2643.02,2862.39,Mobile Payment,1
2023-06-24,10.63,1725.35,2121.75,Cash,4
2023-06-25,22.94,3202.61,3378.62,Cash,3
2023-06-24,14.36,2172.77,2397.73,Mobile Payment,4
2023-06-28,13.31,2047.03,2185.88,Cash,1
2023-06-03,2.88,795.74,908.75,Cash,1
2023-06-23,18.46,2665.49,2881.92,Credit Card,2
2023-07-01,12.25,1919.81,2237.71,Mobile Payment,4
2023-06-11,1.93,681.53,814.21,Mobile Payment,3
2023-06-14,4.8,1026.55,1156.11,Cash,1
2023-06-29,15.15,2268.1,2403.39,Credit Card,1
2023-06-12,7.86,1393.13,1607.58,Credit Card,1
2023-06-07,12.36,1932.81,2315.55,Cash,4
2023-06-16,3.82,908.75,1028.24,Mobile Payment,1
2023-06-08,16.96,2485.6,2880.05,Mobile Payment,4
2023-06-16,21.81,3066.98,3758.21,Cash,4
2023-06-16,4.3,965.59,1003.01,Mobile Payment,2
2023-07-01,5.23,1078.08,1185.61,Mobile Payment,3
2023-06-12,6.08,1180.15,1467.2,Credit Card,3
2023-06-16,17.19,2513.31,2622.88,Cash,1
2023-06-19,20.67,2930.68,3300.89,Credit Card,2
2023-06-09,4.96,1044.81,1226.56,Mobile Payment,1
2023-06-26,24.16,3349.77,3528.82,Mobile Payment,3
2023-06-14,18.01,2610.64,2753.75,Cash,2
2023-06-07,4.22,956.92,1177.96,Cash,4
2023-06-13,10.77,1742.86,1761.75,Cash,1
2023-06-18,11.67,1850.71,1972.44,Credit Card,1
2023-06-01,5.96,1165.79,1402.53,Cash,1
2023-06-16,4.24,958.8,1099.8,Credit Card,3
2023-06-06,10.78,1743.19,1933.1,Cash,4
2023-06-27,8.74,1499.08,1758.6,Credit Card,4
2023-06-18,11.55,1836.52,2065.21,Cash,1
2023-06-30,22.76,3181.27,3921.95,Mobile Payment,4
2023-06-21,8.49,1468.74,1654.01,Cash,3
2023-06-07,0.87,554.14,613.49,Mobile Payment,3
2023-06-05,2.62,764.84,802.93,Mobile Payment,3
2023-06-08,9.51,1591.79,1736.69,Mobile Payment,3
